m_urn,age,gender,ethnicity,nationality,n_followers
urn:li:member:478729,26,Male,White,celtic_english,1014
urn:li:member:584884427,38,Female,White,hispanic,16
urn:li:member:164868025,56,Female,White,celtic_english,377
urn:li:member:4283432,49,Male,White,european,527
urn:li:member:6397498,47,Male,White,celtic_english,755
urn:li:member:82380545,21,Male,Asian,east_asian,0
urn:li:member:82000555,39,Male,White,muslim,235
urn:li:member:780180,36,Male,White,celtic_english,1959
urn:li:member:71785742,47,Female,White,celtic_english,763
urn:li:member:2033806,42,Female,White,celtic_english,1346
urn:li:member:48807064,36,Male,White,muslim,1080
urn:li:member:12065588,42,Male,Asian,european,389
urn:li:member:13796892,49,Male,White,european,0
urn:li:member:24994385,33,Male,White,south_asian,463
urn:li:member:3228797,66,Male,White,celtic_english,1291
urn:li:member:120223540,43,Male,White,south_asian,223
urn:li:member:1494141,45,Male,White,african,282
urn:li:member:127345282,28,Male,Asian,east_asian,935
urn:li:member:113845408,50,Female,White,celtic_english,624
urn:li:member:24562888,57,Male,White,celtic_english,248
urn:li:member:17050871,49,Female,White,celtic_english,1346
urn:li:member:977348,48,Male,White,hispanic,1497
urn:li:member:99984925,38,Male,White,celtic_english,725
urn:li:member:165153186,47,Male,White,celtic_english,512
urn:li:member:90769869,49,Male,Asian,east_asian,214
urn:li:member:1685467,49,Male,White,celtic_english,2755
urn:li:member:140016475,32,Male,White,south_asian,292
urn:li:member:2314108,37,Male,Asian,celtic_english,396
urn:li:member:55562452,54,Female,White,hispanic,2035
urn:li:member:15245393,65,Male,White,celtic_english,4507
urn:li:member:153983230,53,Female,White,muslim,634
urn:li:member:6772066,39,Female,White,hispanic,1495
urn:li:member:41071300,51,Male,White,celtic_english,322
urn:li:member:2294282,56,Male,White,celtic_english,403
urn:li:member:17706505,37,Male,Black,south_asian,0
urn:li:member:23834617,28,Male,White,european,1487
urn:li:member:143981235,53,Male,White,european,120
urn:li:member:12460584,69,Male,White,european,2692
urn:li:member:144815589,50,Female,White,celtic_english,162
urn:li:member:22645717,58,Male,Black,celtic_english,475
urn:li:member:17917300,42,Male,White,muslim,1581
urn:li:member:82697033,53,Male,White,european,1237
urn:li:member:3175395,41,Male,White,muslim,1314
urn:li:member:12650,34,Male,Asian,east_asian,418
urn:li:member:14415858,29,Male,White,south_asian,673
urn:li:member:42364350,35,Female,White,celtic_english,169
urn:li:member:102788,63,Male,White,celtic_english,740
urn:li:member:354455,59,Male,White,celtic_english,402
urn:li:member:157222200,53,Male,Asian,european,161
urn:li:member:16250796,27,Male,White,south_asian,4005
urn:li:member:279007540,20,Female,White,celtic_english,531
urn:li:member:23494540,39,Female,White,nordic,628
urn:li:member:1512264,55,Male,White,celtic_english,1348
urn:li:member:295741101,38,Male,Asian,muslim,531
urn:li:member:3148835,44,Male,White,celtic_english,1680
urn:li:member:29095681,39,Male,White,celtic_english,747
urn:li:member:156495506,46,Female,White,east_asian,318
urn:li:member:11049397,53,Female,White,european,2903
urn:li:member:18214183,42,Female,White,celtic_english,938
urn:li:member:83423498,68,Male,White,nordic,508
urn:li:member:18627620,45,Male,White,south_asian,147
urn:li:member:114507933,39,Female,Asian,east_asian,1084
urn:li:member:99756522,26,Male,White,celtic_english,184
urn:li:member:493581,61,Male,White,celtic_english,1532
urn:li:member:24124186,30,Male,Asian,east_asian,222
urn:li:member:34844,54,Male,White,european,429
urn:li:member:122061644,35,Male,White,celtic_english,236
urn:li:member:7272856,43,Male,White,celtic_english,2221
urn:li:member:6752015,50,Female,White,celtic_english,560
urn:li:member:16145742,42,Male,Black,south_asian,816
urn:li:member:69334,54,Male,White,celtic_english,32686
urn:li:member:2876236,43,Male,White,celtic_english,0
urn:li:member:443784643,48,Female,White,hispanic,350
urn:li:member:54259754,27,Male,Asian,east_asian,634
urn:li:member:224957089,40,Male,White,celtic_english,139
urn:li:member:3061126,51,Male,White,european,1305
urn:li:member:98519095,37,Male,White,european,242
urn:li:member:13658517,47,Female,White,hispanic,438
urn:li:member:332865748,44,Female,White,european,589
urn:li:member:87690349,26,Male,Black,east_asian,868
urn:li:member:48269690,45,Female,White,european,495
urn:li:member:237082003,30,Male,White,greek,382
urn:li:member:113263385,38,Male,White,hispanic,1268
urn:li:member:103888783,27,Male,White,muslim,25131
urn:li:member:29027866,56,Female,White,celtic_english,1444
urn:li:member:167411247,34,Male,Asian,celtic_english,1369
urn:li:member:7100669,42,Female,White,celtic_english,974
urn:li:member:3531845,55,Female,White,celtic_english,842
urn:li:member:207341745,33,Male,White,muslim,1430
urn:li:member:18271563,68,Male,White,celtic_english,339
urn:li:member:232976813,52,Female,White,celtic_english,892
urn:li:member:6015895,43,Male,White,european,2478
urn:li:member:74516619,44,Male,White,hispanic,676
urn:li:member:117956894,40,Male,White,european,1175
urn:li:member:11961983,44,Male,White,european,352
urn:li:member:71755030,55,Male,White,celtic_english,349
urn:li:member:98166068,43,Male,White,celtic_english,2551
urn:li:member:28341975,36,Male,White,muslim,823
urn:li:member:67639057,42,Male,Black,hispanic,398
urn:li:member:56348089,32,Female,White,celtic_english,1483
urn:li:member:16927423,57,Male,Asian,celtic_english,1854
urn:li:member:15121841,36,Male,Black,celtic_english,2054
urn:li:member:197735510,33,Female,Asian,european,6680
urn:li:member:653571,42,Male,White,celtic_english,2222
urn:li:member:22203827,47,Male,White,european,121
urn:li:member:139236690,51,Male,White,celtic_english,229
urn:li:member:85331946,40,Male,White,south_asian,980
urn:li:member:6883985,52,Female,White,celtic_english,958
urn:li:member:19222606,38,Male,White,muslim,193
urn:li:member:23663906,68,Male,White,celtic_english,241
urn:li:member:27653325,39,Male,White,european,358
urn:li:member:14546967,42,Male,White,hispanic,3093
urn:li:member:45595354,41,Male,White,celtic_english,878
urn:li:member:72877,20,Female,Asian,east_asian,922
urn:li:member:10794431,62,Male,White,european,1683
urn:li:member:6322214,37,Male,Asian,east_asian,229
urn:li:member:40412968,48,Male,White,celtic_english,1887
urn:li:member:76674369,47,Male,White,celtic_english,1386
urn:li:member:102574777,27,Male,White,african,122
urn:li:member:6594414,31,Male,Black,south_asian,1340
urn:li:member:18236238,33,Female,White,hispanic,263
urn:li:member:43493984,34,Male,White,celtic_english,1181
urn:li:member:131282385,56,Male,White,celtic_english,1239
urn:li:member:142380759,32,Female,Asian,east_asian,320
urn:li:member:103211683,45,Female,White,hispanic,1644
urn:li:member:68584985,31,Male,White,celtic_english,345
urn:li:member:224051662,34,Female,White,celtic_english,246
urn:li:member:74513060,42,Male,White,hispanic,1281
urn:li:member:1377533,64,Male,White,celtic_english,0
urn:li:member:211792099,62,Male,White,celtic_english,1035
urn:li:member:22444527,49,Male,White,celtic_english,904
urn:li:member:87334945,19,Female,White,east_asian,565
urn:li:member:17396583,62,Male,White,south_asian,1823
urn:li:member:83709692,46,Male,White,hispanic,513
urn:li:member:1365224,48,Male,White,celtic_english,1993
urn:li:member:96547477,50,Male,White,muslim,713
urn:li:member:10952955,38,Female,White,celtic_english,1248
urn:li:member:3161233,44,Male,White,celtic_english,1206
urn:li:member:298235087,36,Male,White,celtic_english,378
urn:li:member:42957481,41,Male,White,celtic_english,181
urn:li:member:32242416,59,Female,White,celtic_english,603
urn:li:member:45345151,41,Male,Black,south_asian,0
urn:li:member:15673390,45,Male,White,celtic_english,1045
urn:li:member:147728042,44,Male,White,hispanic,5893
urn:li:member:19443824,27,Male,Black,south_asian,619
urn:li:member:147503526,42,Female,White,european,1098
urn:li:member:100265990,34,Female,White,hispanic,375
urn:li:member:71604081,42,Male,Black,south_asian,675
urn:li:member:46840493,44,Male,White,muslim,358
urn:li:member:117309818,38,Female,White,greek,224
urn:li:member:196891147,53,Female,White,hispanic,431
urn:li:member:43660493,37,Female,Asian,east_asian,494
urn:li:member:5798677,59,Female,White,european,1272
urn:li:member:8844775,53,Male,White,african,864
urn:li:member:139349069,45,Male,Asian,south_asian,613
urn:li:member:156602115,51,Female,White,celtic_english,305
urn:li:member:94190324,58,Female,White,celtic_english,539
urn:li:member:42170892,27,Male,White,east_asian,690
urn:li:member:15577463,52,Male,White,east_asian,899
urn:li:member:62616080,38,Female,Asian,east_asian,400
urn:li:member:43759937,38,Female,White,hispanic,188
urn:li:member:207057934,33,Male,Asian,muslim,365
urn:li:member:368970,65,Male,White,celtic_english,977
urn:li:member:1838575,37,Female,Asian,hispanic,499
urn:li:member:31848340,41,Male,White,jewish,357
urn:li:member:21248,34,Male,White,south_asian,908
urn:li:member:18392818,62,Male,White,celtic_english,1167
urn:li:member:17797158,46,Female,White,celtic_english,581
urn:li:member:79390503,39,Male,White,celtic_english,659
urn:li:member:7369582,47,Female,Asian,celtic_english,588
urn:li:member:34638887,38,Male,Asian,east_asian,1028
urn:li:member:4704225,53,Male,White,greek,198
urn:li:member:11232004,37,Male,White,celtic_english,2153
urn:li:member:149869844,33,Male,White,muslim,4954
urn:li:member:118004359,20,Male,Black,south_asian,244
urn:li:member:52753268,27,Female,White,european,842
urn:li:member:17888503,63,Male,White,celtic_english,548
urn:li:member:57192942,41,Male,White,south_asian,3890
urn:li:member:3603291,44,Male,White,celtic_english,968
urn:li:member:76821007,55,Male,White,muslim,858
urn:li:member:7054906,50,Male,White,celtic_english,280
urn:li:member:4333908,53,Male,White,celtic_english,1316
urn:li:member:3453146,55,Male,Asian,celtic_english,1018
urn:li:member:11434331,48,Male,White,celtic_english,680
urn:li:member:54272694,42,Male,Asian,south_asian,710
urn:li:member:117433850,51,Male,White,hispanic,278
urn:li:member:124295106,29,Male,Black,east_asian,431
urn:li:member:108347965,29,Female,White,south_asian,1910
urn:li:member:3060097,38,Male,White,european,522
urn:li:member:1072227,49,Male,White,european,1446
urn:li:member:26218266,38,Female,White,south_asian,484
urn:li:member:1813013,58,Male,White,european,514
urn:li:member:366113413,10,Female,Asian,hispanic,3363
urn:li:member:10878453,40,Male,Black,celtic_english,2199
urn:li:member:6107617,47,Male,White,celtic_english,2191
urn:li:member:215458044,39,Male,White,european,365
urn:li:member:37831986,35,Female,White,south_asian,2478
urn:li:member:4545402,40,Female,Asian,east_asian,2987
urn:li:member:32578869,49,Male,White,muslim,350
urn:li:member:31201002,57,Male,White,celtic_english,1746
urn:li:member:195229685,45,Female,Asian,south_asian,334
urn:li:member:58576517,47,Female,White,celtic_english,375
urn:li:member:8878168,43,Male,White,european,292
urn:li:member:6232394,43,Male,Black,hispanic,4117
urn:li:member:25735889,50,Female,White,celtic_english,328
urn:li:member:52126999,30,Female,White,celtic_english,1879
urn:li:member:4869302,50,Female,White,celtic_english,1138
urn:li:member:15744259,32,Male,Asian,european,1011
urn:li:member:175888640,48,Female,White,celtic_english,887
urn:li:member:86454012,53,Male,White,celtic_english,1204
urn:li:member:813192,29,Male,Asian,east_asian,538
urn:li:member:18301809,42,Male,White,celtic_english,389
urn:li:member:99526392,41,Female,White,celtic_english,0
urn:li:member:6691556,46,Male,Asian,celtic_english,587
urn:li:member:2643326,57,Male,White,celtic_english,575
urn:li:member:137621412,28,Male,Asian,east_asian,325
urn:li:member:208478731,62,Male,White,hispanic,1429
urn:li:member:80277673,27,Female,Asian,european,1084
urn:li:member:9152852,47,Male,White,european,927
urn:li:member:106779548,31,Male,Asian,east_asian,467
urn:li:member:79553302,31,Female,Asian,european,2806
urn:li:member:50599350,38,Male,White,south_asian,415
urn:li:member:31208455,40,Male,White,south_asian,1246
urn:li:member:39006362,38,Female,White,south_asian,0
urn:li:member:27192665,44,Male,White,celtic_english,1738
urn:li:member:7869254,44,Female,White,south_asian,381
urn:li:member:79447952,48,Male,White,celtic_english,162
urn:li:member:178891388,54,Male,White,celtic_english,265
urn:li:member:173626681,32,Male,Black,muslim,459
urn:li:member:67615173,34,Male,White,european,919
urn:li:member:109991618,41,Female,White,european,279
urn:li:member:12098232,51,Female,White,hispanic,1323
urn:li:member:9590081,56,Male,White,celtic_english,543
urn:li:member:4757021,32,Male,Asian,east_asian,1364
urn:li:member:4850486,48,Female,White,celtic_english,1133
urn:li:member:106947669,38,Male,Asian,east_asian,254
urn:li:member:46205096,50,Male,Black,south_asian,350
urn:li:member:207666416,46,Male,Asian,celtic_english,309
urn:li:member:35414928,58,Male,White,celtic_english,1569
urn:li:member:35701619,51,Female,White,celtic_english,502
urn:li:member:104345818,46,Female,White,celtic_english,756
urn:li:member:441744041,23,Male,Asian,celtic_english,325
urn:li:member:78929708,36,Female,Asian,east_asian,1134
urn:li:member:96032831,38,Male,White,european,255
urn:li:member:33761596,37,Female,White,hispanic,464
urn:li:member:7662073,45,Female,White,celtic_english,1757
urn:li:member:28384434,46,Male,White,celtic_english,296
urn:li:member:17455483,53,Male,White,celtic_english,2375
urn:li:member:988016,25,Male,White,south_asian,2338
urn:li:member:32188544,52,Male,White,celtic_english,589
urn:li:member:119179947,43,Male,White,european,1556
urn:li:member:58947626,29,Male,Asian,east_asian,378
urn:li:member:221684681,30,Male,White,european,372
urn:li:member:6389161,52,Male,White,celtic_english,1447
urn:li:member:87391,38,Male,White,jewish,50370
urn:li:member:147365669,40,Female,White,south_asian,733
urn:li:member:2648535,49,Male,White,european,1048
urn:li:member:18668709,72,Male,White,celtic_english,1070
urn:li:member:86467099,41,Male,White,muslim,2316
urn:li:member:582597657,30,Female,White,south_asian,69
urn:li:member:221839792,38,Female,Black,european,323
urn:li:member:10549182,44,Male,White,celtic_english,729
urn:li:member:2040042,51,Male,White,celtic_english,809
urn:li:member:43133273,66,Male,White,celtic_english,248
urn:li:member:44043467,32,Male,White,south_asian,251
urn:li:member:165929994,23,Male,Asian,east_asian,702
urn:li:member:590916944,17,Female,White,celtic_english,20
urn:li:member:1360365,48,Female,White,celtic_english,983
urn:li:member:70672377,34,Female,Asian,east_asian,0
urn:li:member:7511177,45,Male,White,european,1737
urn:li:member:46424019,23,Female,Asian,east_asian,1233
urn:li:member:173983031,33,Female,White,east_asian,984
urn:li:member:20437571,52,Male,White,hispanic,917
urn:li:member:3759046,60,Male,White,celtic_english,107
urn:li:member:100855204,34,Female,White,muslim,810
urn:li:member:49038927,38,Male,White,celtic_english,1261
urn:li:member:16925281,50,Male,White,nordic,1143
urn:li:member:11609557,29,Male,White,hispanic,2370
urn:li:member:5169960,40,Male,White,european,1238
urn:li:member:11984379,21,Male,White,south_asian,791
urn:li:member:2200318,50,Male,White,celtic_english,749
urn:li:member:8275338,52,Male,White,celtic_english,4091
urn:li:member:83990909,61,Male,White,celtic_english,926
urn:li:member:198297857,31,Male,Black,south_asian,1255
urn:li:member:3125849,28,Male,White,south_asian,1552
urn:li:member:17602240,62,Female,White,celtic_english,454
urn:li:member:15396154,47,Female,White,european,1508
urn:li:member:103514408,46,Male,White,celtic_english,603
urn:li:member:47098799,60,Female,White,hispanic,1034
urn:li:member:13667269,37,Male,Asian,european,182
urn:li:member:6687184,40,Male,White,celtic_english,567
urn:li:member:88411612,31,Male,Asian,east_asian,194
urn:li:member:6036878,42,Male,White,european,679
