m_urn,age,gender,ethnicity,nationality,n_followers
urn:li:member:499826160,45,Female,White,celtic_english,103
urn:li:member:7536749,48,Male,White,celtic_english,0
urn:li:member:136160946,29,Female,White,european,660
urn:li:member:13579885,40,Male,Asian,east_asian,365
urn:li:member:174205352,54,Female,Asian,european,183
urn:li:member:18854660,65,Male,White,south_asian,1050
urn:li:member:23291603,45,Male,White,celtic_english,371
urn:li:member:22209349,18,Male,White,celtic_english,796
urn:li:member:58130858,49,Male,White,european,846
urn:li:member:19613526,46,Male,White,celtic_english,525
urn:li:member:139990559,43,Male,White,east_asian,235
urn:li:member:8840981,33,Male,White,celtic_english,1211
urn:li:member:33025140,30,Male,Black,muslim,1477
urn:li:member:54150406,21,Male,White,south_asian,535
urn:li:member:932991,32,Male,White,celtic_english,824
urn:li:member:274650072,26,Male,Black,south_asian,250
urn:li:member:74132545,38,Male,White,celtic_english,227
urn:li:member:31796760,35,Male,White,south_asian,8979
urn:li:member:3597221,41,Male,White,celtic_english,606
urn:li:member:468362762,30,Male,White,south_asian,336
urn:li:member:187382880,55,Female,White,celtic_english,455
urn:li:member:5903196,56,Female,White,celtic_english,529
urn:li:member:1826658,48,Male,Asian,south_asian,718
urn:li:member:65603818,29,Male,Asian,east_asian,699
urn:li:member:10141982,48,Male,White,european,513
urn:li:member:36830337,39,Male,White,south_asian,541
urn:li:member:144865549,35,Male,White,nordic,185
urn:li:member:21006888,37,Female,White,european,194
urn:li:member:37947624,31,Male,White,south_asian,776
urn:li:member:12256831,41,Male,Black,celtic_english,3353
urn:li:member:4919444,39,Male,White,european,2274
urn:li:member:19796914,51,Male,White,hispanic,211
urn:li:member:8313362,68,Male,White,nordic,936
urn:li:member:87066876,36,Male,Asian,celtic_english,576
urn:li:member:228973084,37,Male,Asian,east_asian,175
urn:li:member:44571690,26,Male,Asian,east_asian,457
urn:li:member:87064241,51,Male,White,european,1646
urn:li:member:6619913,53,Male,White,african,713
urn:li:member:58558652,31,Male,White,south_asian,283
urn:li:member:8376247,48,Male,White,celtic_english,402
urn:li:member:23908072,62,Male,White,celtic_english,406
urn:li:member:556565987,45,Male,White,celtic_english,188
urn:li:member:21956261,47,Female,White,celtic_english,456
urn:li:member:18568428,35,Male,White,south_asian,542
urn:li:member:352125782,57,Male,White,celtic_english,137
urn:li:member:9913819,44,Male,White,celtic_english,2037
urn:li:member:1658191,53,Female,White,muslim,594
urn:li:member:31400998,42,Male,White,celtic_english,0
urn:li:member:187337167,22,Male,Asian,east_asian,62
urn:li:member:10069775,43,Male,Asian,hispanic,575
urn:li:member:470367,47,Female,White,east_asian,684
urn:li:member:6946470,41,Male,White,celtic_english,1652
urn:li:member:74632206,38,Male,Asian,east_asian,0
urn:li:member:9594061,48,Male,White,european,592
urn:li:member:65985370,41,Male,White,celtic_english,2112
urn:li:member:247089466,30,Female,Black,south_asian,551
urn:li:member:14299247,54,Female,White,celtic_english,590
urn:li:member:55629252,44,Male,White,muslim,893
urn:li:member:8055821,55,Male,White,celtic_english,1900
urn:li:member:159023368,44,Male,White,celtic_english,1481
urn:li:member:828716,36,Male,White,greek,992
urn:li:member:15320149,41,Male,White,european,743
urn:li:member:32718828,29,Male,White,european,133
urn:li:member:329079,39,Male,White,nordic,491
urn:li:member:1414550,47,Female,White,european,3553
urn:li:member:3676859,37,Male,White,celtic_english,421
urn:li:member:301140417,48,Male,White,hispanic,0
urn:li:member:72907141,64,Male,Black,celtic_english,360
urn:li:member:28908431,34,Male,White,muslim,1369
urn:li:member:106831384,30,Male,White,celtic_english,364
urn:li:member:29152342,47,Female,White,hispanic,285
urn:li:member:13502485,58,Male,White,hispanic,2930
urn:li:member:465355356,32,Female,White,celtic_english,0
urn:li:member:55774003,35,Male,White,european,0
urn:li:member:103764157,19,Male,Asian,celtic_english,835
urn:li:member:30177750,38,Male,White,celtic_english,552
urn:li:member:6580438,34,Male,White,south_asian,94
urn:li:member:166658647,43,Male,White,celtic_english,2581
urn:li:member:2398440,45,Male,White,celtic_english,2216
urn:li:member:24867824,50,Male,White,muslim,3338
urn:li:member:43747860,39,Male,Asian,hispanic,908
urn:li:member:62295901,45,Male,Black,south_asian,1912
urn:li:member:6353760,38,Female,White,hispanic,516
urn:li:member:29146540,49,Female,White,celtic_english,731
urn:li:member:29111763,28,Male,White,hispanic,857
urn:li:member:15988584,37,Female,White,celtic_english,1837
urn:li:member:63226248,50,Male,Black,celtic_english,350
urn:li:member:12543849,57,Male,White,celtic_english,490
urn:li:member:5547893,40,Male,White,european,517
urn:li:member:6219928,49,Male,White,celtic_english,1188
urn:li:member:36551954,39,Male,White,european,2288
urn:li:member:2830925,26,Male,Asian,east_asian,569
urn:li:member:59374798,35,Female,White,celtic_english,684
urn:li:member:8003006,49,Female,White,celtic_english,1637
urn:li:member:213152336,31,Male,Black,south_asian,20
urn:li:member:47557830,56,Male,White,celtic_english,478
urn:li:member:11622098,35,Male,Black,celtic_english,1253
urn:li:member:60929704,49,Female,White,european,998
urn:li:member:579354852,45,Female,White,south_asian,128
urn:li:member:16004284,55,Male,White,celtic_english,923
urn:li:member:1587872,38,Male,White,european,990
urn:li:member:83706470,52,Male,White,celtic_english,940
urn:li:member:11301282,46,Male,White,european,886
urn:li:member:111900848,37,Male,Asian,celtic_english,452
urn:li:member:192567848,30,Female,White,european,834
urn:li:member:138773879,48,Male,Asian,celtic_english,575
urn:li:member:40534181,36,Male,White,muslim,992
urn:li:member:168705007,27,Male,Asian,east_asian,0
urn:li:member:101680875,54,Female,White,nordic,524
urn:li:member:237964226,49,Male,White,celtic_english,360
urn:li:member:5474635,53,Female,White,european,1121
urn:li:member:50982913,31,Male,White,european,184
urn:li:member:100856792,42,Male,White,south_asian,481
urn:li:member:104614692,29,Male,White,celtic_english,172
urn:li:member:736214,46,Male,White,celtic_english,382
urn:li:member:150610058,27,Male,Asian,east_asian,378
urn:li:member:17074251,42,Male,Asian,east_asian,587
urn:li:member:234366,64,Male,White,celtic_english,3651
urn:li:member:8153938,42,Male,White,celtic_english,473
urn:li:member:42778074,39,Female,White,south_asian,433
urn:li:member:13314563,46,Male,White,celtic_english,262
urn:li:member:34229862,47,Male,White,nordic,1327
urn:li:member:12246158,63,Male,White,celtic_english,755
urn:li:member:11264544,47,Male,White,south_asian,2550
urn:li:member:1703672,58,Female,White,european,461
urn:li:member:54956815,48,Male,White,celtic_english,957
urn:li:member:1514968,57,Male,Asian,celtic_english,963
urn:li:member:2555353,43,Female,White,celtic_english,1465
urn:li:member:851187,71,Male,Asian,celtic_english,352
urn:li:member:194816596,42,Male,White,east_asian,0
urn:li:member:15002702,44,Male,White,south_asian,794
urn:li:member:159064476,40,Male,White,european,276
urn:li:member:83477913,22,Female,Asian,east_asian,671
urn:li:member:89602216,51,Male,White,celtic_english,587
urn:li:member:3232227,47,Male,White,european,1957
urn:li:member:79916710,48,Male,Black,muslim,708
urn:li:member:7634057,37,Female,Asian,african,1772
urn:li:member:245894183,30,Male,White,muslim,148
urn:li:member:114957919,56,Male,White,celtic_english,828
urn:li:member:48306085,58,Male,White,muslim,216
urn:li:member:2047531,28,Male,Asian,east_asian,1700
urn:li:member:64412003,47,Male,White,european,655
urn:li:member:28032447,45,Male,White,european,1024
urn:li:member:158147829,42,Male,White,celtic_english,193
urn:li:member:3614037,35,Male,White,south_asian,894
urn:li:member:6354980,56,Female,White,celtic_english,656
urn:li:member:73742156,53,Male,White,celtic_english,253
urn:li:member:44669924,25,Male,Asian,east_asian,423
urn:li:member:194679799,37,Female,White,muslim,608
urn:li:member:16223480,47,Female,Asian,celtic_english,664
urn:li:member:12662615,56,Female,White,celtic_english,925
urn:li:member:19477610,46,Male,White,hispanic,2247
urn:li:member:10372594,57,Female,White,celtic_english,876
urn:li:member:60503624,52,Male,White,celtic_english,479
urn:li:member:393865112,30,Male,White,european,474
urn:li:member:172467928,47,Male,White,european,762
urn:li:member:65911178,42,Female,Asian,celtic_english,753
urn:li:member:55684269,30,Male,Asian,south_asian,886
urn:li:member:43485432,51,Male,Black,muslim,1133
urn:li:member:204217634,51,Male,White,celtic_english,456
urn:li:member:7264507,50,Male,White,european,1321
urn:li:member:87037961,41,Male,White,european,295
urn:li:member:46395855,53,Male,White,muslim,1299
urn:li:member:151512412,27,Male,White,celtic_english,845
urn:li:member:49034582,42,Male,White,south_asian,1114
urn:li:member:934222,46,Male,White,south_asian,1189
urn:li:member:54787609,51,Female,White,south_asian,693
urn:li:member:54635541,43,Male,White,celtic_english,192
urn:li:member:18296381,33,Male,White,european,1010
urn:li:member:110815312,40,Female,White,european,313
urn:li:member:60761153,46,Female,White,celtic_english,2098
urn:li:member:75855721,29,Male,Asian,celtic_english,801
urn:li:member:95371512,49,Female,White,celtic_english,267
urn:li:member:248626406,38,Male,White,celtic_english,210
urn:li:member:16831561,45,Male,White,hispanic,1293
urn:li:member:55829728,64,Male,White,celtic_english,810
urn:li:member:59633126,43,Male,White,european,747
urn:li:member:40739729,59,Male,White,hispanic,529
urn:li:member:2480078,50,Male,White,celtic_english,1213
urn:li:member:2524170,57,Male,White,celtic_english,431
urn:li:member:1288513,51,Male,White,celtic_english,570
urn:li:member:2015090,67,Male,White,european,1060
urn:li:member:29417494,28,Male,White,hispanic,661
urn:li:member:28716695,55,Female,White,european,109
urn:li:member:1964262,64,Male,White,celtic_english,0
urn:li:member:70018209,49,Female,White,south_asian,831
urn:li:member:13976579,42,Male,White,european,1214
urn:li:member:3102001,38,Male,White,european,2188
urn:li:member:12189695,23,Male,Asian,celtic_english,777
urn:li:member:116764330,58,Male,Black,european,698
urn:li:member:195678955,61,Male,White,european,700
urn:li:member:28801480,61,Male,White,celtic_english,154
urn:li:member:552284535,46,Female,White,south_asian,430
urn:li:member:74485,53,Male,White,nordic,1564
urn:li:member:279989712,29,Female,Asian,african,467
urn:li:member:1090894,60,Male,White,celtic_english,757
urn:li:member:132116501,47,Female,White,muslim,408
urn:li:member:5016064,44,Female,White,celtic_english,374
urn:li:member:53192670,58,Male,Asian,east_asian,1102
urn:li:member:30576591,45,Male,White,hispanic,885
urn:li:member:47110510,42,Female,Black,european,557
urn:li:member:174440365,43,Male,White,hispanic,1547
urn:li:member:41037662,45,Male,Black,celtic_english,940
urn:li:member:237993583,31,Female,White,european,495
urn:li:member:76715698,26,Female,White,hispanic,299
urn:li:member:19258630,32,Male,Black,south_asian,327
urn:li:member:546296457,46,Male,White,celtic_english,196
urn:li:member:14053280,50,Male,White,hispanic,1354
urn:li:member:92280552,34,Male,Asian,east_asian,349
urn:li:member:153464753,33,Female,White,celtic_english,250
urn:li:member:582847248,37,Female,White,celtic_english,33
urn:li:member:227007963,37,Male,White,celtic_english,208
urn:li:member:1972874,53,Female,White,muslim,2178
urn:li:member:6381573,41,Female,White,celtic_english,596
urn:li:member:24460526,46,Female,White,muslim,815
urn:li:member:2601597,55,Male,Black,south_asian,1381
urn:li:member:43687752,60,Male,White,celtic_english,1076
urn:li:member:67860342,37,Male,Black,celtic_english,390
urn:li:member:772214,54,Male,White,celtic_english,268
urn:li:member:6040073,41,Male,Black,european,1606
urn:li:member:4625334,35,Male,White,celtic_english,1137
urn:li:member:3026327,45,Male,White,european,19155
urn:li:member:27137596,28,Male,White,south_asian,5112
urn:li:member:20323155,43,Male,White,celtic_english,701
urn:li:member:4370011,51,Male,White,celtic_english,985
urn:li:member:65997620,32,Male,Asian,celtic_english,219
urn:li:member:28111427,38,Male,Asian,east_asian,642
urn:li:member:20300888,37,Female,Asian,celtic_english,1330
urn:li:member:234248157,52,Female,White,celtic_english,1895
urn:li:member:3391283,41,Male,White,celtic_english,0
urn:li:member:617883,57,Male,White,celtic_english,1164
urn:li:member:133494856,21,Female,Asian,european,460
urn:li:member:44885808,24,Male,Asian,east_asian,590
urn:li:member:17179582,33,Female,White,european,1082
urn:li:member:183444802,30,Female,White,european,392
urn:li:member:31809992,45,Male,Black,south_asian,4524
urn:li:member:9301544,55,Male,White,nordic,544
urn:li:member:59575939,45,Female,Asian,hispanic,272
urn:li:member:601101,42,Male,White,hispanic,259
urn:li:member:7830987,47,Male,White,european,1011
urn:li:member:6501136,38,Male,White,south_asian,1804
urn:li:member:86297550,39,Male,White,south_asian,394
urn:li:member:53060298,35,Male,White,muslim,923
urn:li:member:26665720,40,Male,Asian,east_asian,182
urn:li:member:6734382,46,Male,White,south_asian,4234
urn:li:member:99043552,40,Male,White,celtic_english,899
urn:li:member:462874780,32,Female,Black,celtic_english,186
urn:li:member:17636018,31,Male,Black,south_asian,536
urn:li:member:88651007,46,Male,White,hispanic,882
urn:li:member:188051786,49,Male,White,european,418
urn:li:member:275438485,35,Male,White,celtic_english,128
urn:li:member:10304713,38,Male,White,south_asian,1743
urn:li:member:4820337,47,Female,Asian,hispanic,102
urn:li:member:25966425,58,Male,White,muslim,413
urn:li:member:10866931,36,Male,Asian,european,14297
urn:li:member:10901383,46,Male,White,celtic_english,611
urn:li:member:25295583,47,Female,White,celtic_english,493
urn:li:member:7319234,47,Female,White,celtic_english,606
urn:li:member:2466562,42,Male,White,celtic_english,769
urn:li:member:15602619,49,Male,White,european,520
urn:li:member:371503520,48,Female,White,celtic_english,787
urn:li:member:484964,38,Male,White,european,480
urn:li:member:157073,71,Male,White,celtic_english,2035
urn:li:member:17390310,48,Male,Black,celtic_english,687
urn:li:member:22800763,56,Male,Asian,celtic_english,2065
urn:li:member:10132487,46,Male,White,african,437
urn:li:member:143191932,28,Female,White,south_asian,259
urn:li:member:6437742,40,Male,White,hispanic,1114
urn:li:member:16949277,53,Male,White,celtic_english,307
urn:li:member:129600285,60,Male,Black,celtic_english,228
urn:li:member:2015994,44,Male,Asian,hispanic,466
urn:li:member:31199825,34,Male,White,muslim,1113
urn:li:member:6078579,39,Male,White,european,1443
urn:li:member:236611951,52,Male,White,greek,158
urn:li:member:3991000,36,Male,White,european,2321
urn:li:member:7707874,35,Male,White,hispanic,1619
urn:li:member:47943991,25,Male,Asian,celtic_english,486
urn:li:member:33303050,40,Male,White,south_asian,749
urn:li:member:12331877,47,Male,White,european,569
urn:li:member:164074954,48,Male,White,celtic_english,546
urn:li:member:10295014,53,Female,White,celtic_english,1008
urn:li:member:3986223,47,Male,White,east_asian,672
urn:li:member:15139858,38,Male,White,south_asian,1432
urn:li:member:5880981,44,Male,White,celtic_english,635
urn:li:member:114584263,30,Female,Asian,east_asian,1946
urn:li:member:168310122,48,Female,White,celtic_english,0
urn:li:member:3702957,37,Male,Black,south_asian,724
urn:li:member:18312337,40,Male,White,celtic_english,728
urn:li:member:2449894,48,Male,White,celtic_english,3883
urn:li:member:173279835,31,Female,White,hispanic,309
urn:li:member:1092717,44,Male,White,european,1162
urn:li:member:487109756,35,Female,White,south_asian,0
urn:li:member:6439877,28,Female,White,celtic_english,571
urn:li:member:27459601,48,Female,White,celtic_english,933
urn:li:member:74732648,46,Female,White,celtic_english,421
urn:li:member:1731046,51,Male,White,nordic,438
urn:li:member:10429545,47,Female,White,celtic_english,1803
urn:li:member:6323859,59,Male,White,hispanic,735
urn:li:member:2498825,54,Male,White,celtic_english,1895
urn:li:member:155527326,43,Female,White,celtic_english,0
urn:li:member:12936312,65,Female,White,celtic_english,882
urn:li:member:48935937,46,Male,White,celtic_english,306
urn:li:member:356445,35,Male,White,celtic_english,838
urn:li:member:8164961,50,Male,White,european,1224
urn:li:member:11233240,49,Male,Asian,east_asian,1200
urn:li:member:3208413,44,Male,White,african,0
urn:li:member:5339176,35,Male,Asian,muslim,881
urn:li:member:49575449,48,Male,Asian,celtic_english,843
urn:li:member:132640769,32,Male,White,celtic_english,505
urn:li:member:50065069,56,Male,Black,celtic_english,1879
urn:li:member:2627940,50,Female,White,celtic_english,1429
urn:li:member:22052461,43,Male,White,celtic_english,222
urn:li:member:100022137,47,Male,White,muslim,1244
urn:li:member:133042180,48,Female,White,south_asian,909
urn:li:member:44229685,54,Male,White,hispanic,648
urn:li:member:155630227,43,Male,White,hispanic,165
urn:li:member:10417439,40,Male,Asian,south_asian,626
urn:li:member:23033674,25,Male,White,south_asian,672
urn:li:member:6875417,45,Male,White,celtic_english,466
urn:li:member:43851,47,Male,White,hispanic,1250
urn:li:member:66816724,43,Female,White,european,949
urn:li:member:122394510,35,Male,White,hispanic,0
urn:li:member:109180606,35,Male,White,south_asian,919
urn:li:member:95342208,37,Male,White,european,683
urn:li:member:15780083,45,Female,Black,south_asian,324
urn:li:member:9784387,56,Male,White,celtic_english,307
urn:li:member:58890834,61,Male,White,celtic_english,1178
urn:li:member:76201994,66,Female,White,european,1631
urn:li:member:10582829,47,Male,White,european,0
urn:li:member:625857,47,Male,White,celtic_english,2861
urn:li:member:14188430,47,Female,White,east_asian,1828
urn:li:member:371717855,50,Female,Asian,south_asian,0
urn:li:member:104620920,50,Male,White,celtic_english,607
urn:li:member:54743147,26,Male,White,south_asian,408
urn:li:member:12797303,59,Male,White,celtic_english,468
urn:li:member:1755338,50,Male,White,hispanic,5775
urn:li:member:20261705,40,Male,White,european,463
urn:li:member:7680019,39,Male,Asian,east_asian,1794
urn:li:member:67184,53,Male,White,european,1898
urn:li:member:21206416,48,Male,White,south_asian,628
urn:li:member:11781548,51,Male,Asian,european,1300
urn:li:member:7045681,30,Male,White,south_asian,717
urn:li:member:47634434,34,Male,Asian,east_asian,0
urn:li:member:449350,66,Male,White,european,1454
urn:li:member:33872299,42,Female,White,european,1142
urn:li:member:17263857,52,Female,White,south_asian,1795
urn:li:member:50945641,47,Male,White,hispanic,1945
urn:li:member:68463117,61,Male,Black,hispanic,721
urn:li:member:24813258,42,Male,White,european,1741
urn:li:member:4189433,29,Male,White,celtic_english,1440
urn:li:member:116040282,37,Male,White,muslim,1181
urn:li:member:5821808,38,Male,White,celtic_english,714
urn:li:member:13899447,46,Female,Black,south_asian,863
urn:li:member:813846,57,Male,White,muslim,1729
urn:li:member:28664146,47,Male,White,south_asian,447
urn:li:member:6352727,47,Male,White,south_asian,680
urn:li:member:26304165,33,Male,Black,hispanic,526
urn:li:member:62341305,34,Male,White,south_asian,494
urn:li:member:5398949,39,Male,White,celtic_english,713
urn:li:member:12408290,67,Male,White,celtic_english,539
urn:li:member:3498268,50,Male,White,celtic_english,2598
urn:li:member:118762080,28,Male,Asian,european,674
urn:li:member:439059654,40,Male,Asian,east_asian,286
urn:li:member:125237471,15,Female,White,east_asian,429
urn:li:member:357931,53,Male,Black,celtic_english,1184
urn:li:member:62922,33,Male,Asian,east_asian,1659
urn:li:member:70375142,30,Male,Asian,east_asian,364
urn:li:member:936870,55,Male,White,european,1066
urn:li:member:35305403,60,Male,White,celtic_english,520
urn:li:member:2707715,48,Female,White,celtic_english,740
urn:li:member:101982476,38,Male,White,celtic_english,491
urn:li:member:25816064,51,Female,White,celtic_english,679
urn:li:member:25293752,55,Male,White,celtic_english,1747
urn:li:member:53252276,36,Male,White,east_asian,2017
urn:li:member:12555271,41,Male,Asian,east_asian,264
urn:li:member:1075071,45,Male,White,south_asian,1616
urn:li:member:5161058,41,Female,Asian,east_asian,2019
urn:li:member:54684293,28,Male,White,south_asian,391
urn:li:member:33394563,41,Male,Black,south_asian,1128
urn:li:member:2419708,49,Female,White,european,397
urn:li:member:3995205,33,Male,White,hispanic,1573
urn:li:member:20981908,45,Male,Black,south_asian,2523
urn:li:member:50727767,56,Male,White,celtic_english,196
urn:li:member:3453463,53,Male,Asian,east_asian,171
urn:li:member:12166858,63,Female,White,celtic_english,181
urn:li:member:42573141,36,Male,White,celtic_english,0
urn:li:member:18334566,40,Male,White,celtic_english,574
urn:li:member:212967274,29,Male,White,celtic_english,255
urn:li:member:33738867,46,Female,White,celtic_english,525
urn:li:member:25332976,29,Male,Asian,east_asian,717
urn:li:member:39494821,50,Male,White,celtic_english,150
urn:li:member:260236667,38,Female,White,celtic_english,0
urn:li:member:1523214,61,Male,White,south_asian,1609
urn:li:member:13283852,54,Female,Asian,muslim,297
urn:li:member:69167021,27,Female,Asian,east_asian,614
urn:li:member:23961348,46,Male,Asian,east_asian,838
urn:li:member:136517550,50,Female,Asian,hispanic,1275
urn:li:member:191559008,38,Male,Asian,hispanic,440
urn:li:member:120156539,30,Male,Black,muslim,406
urn:li:member:11587783,49,Male,White,celtic_english,304
urn:li:member:344390702,27,Female,Asian,hispanic,159
urn:li:member:2388747,54,Male,White,european,245
urn:li:member:42680680,42,Female,White,south_asian,421
urn:li:member:20404104,52,Male,White,celtic_english,1313
urn:li:member:78030018,39,Male,White,european,516
urn:li:member:7241463,24,Male,Black,south_asian,1183
urn:li:member:406519,39,Male,White,south_asian,1657
urn:li:member:4832096,71,Male,White,celtic_english,549
urn:li:member:329923528,44,Female,White,east_asian,278
urn:li:member:30873910,49,Female,Asian,east_asian,193
urn:li:member:13947773,40,Male,White,muslim,660
urn:li:member:22473012,49,Male,White,european,1589
urn:li:member:93660370,48,Male,White,celtic_english,354
urn:li:member:4313088,38,Female,White,hispanic,1240
urn:li:member:689505,44,Male,White,european,1484
urn:li:member:116509358,41,Male,Asian,hispanic,592
urn:li:member:85251446,29,Female,Asian,celtic_english,583
urn:li:member:66917260,49,Male,White,celtic_english,360
urn:li:member:68139291,27,Male,White,european,408
urn:li:member:6106339,33,Male,White,european,386
urn:li:member:782976,45,Female,White,european,697
urn:li:member:331663,30,Female,White,east_asian,226
urn:li:member:44762670,48,Female,White,european,648
urn:li:member:41574345,48,Male,Black,east_asian,4497
urn:li:member:8561695,43,Male,White,south_asian,1396
urn:li:member:8379508,40,Male,Asian,east_asian,237
urn:li:member:483171899,32,Female,White,european,3487
urn:li:member:32401464,54,Male,Asian,celtic_english,519
urn:li:member:74569052,50,Male,White,celtic_english,385
urn:li:member:47988678,51,Male,White,celtic_english,270
urn:li:member:11626521,42,Male,White,hispanic,714
urn:li:member:125062,43,Male,White,celtic_english,1067
urn:li:member:14306585,37,Male,Asian,south_asian,1084
urn:li:member:8440353,41,Male,White,hispanic,977
urn:li:member:16677003,46,Female,Black,celtic_english,2799
urn:li:member:132444,62,Male,White,celtic_english,538
urn:li:member:240625901,38,Female,Asian,east_asian,385
urn:li:member:9009593,42,Male,White,muslim,352
urn:li:member:57563343,32,Male,White,european,695
urn:li:member:4462773,68,Male,White,european,2308
urn:li:member:8418006,45,Male,White,celtic_english,5876
urn:li:member:192181792,44,Male,White,muslim,330
urn:li:member:14077708,54,Male,Black,south_asian,514
urn:li:member:7325204,42,Male,Black,south_asian,675
urn:li:member:35936935,41,Male,White,hispanic,878
urn:li:member:50772515,42,Male,Asian,european,662
urn:li:member:14620135,39,Male,White,south_asian,1217
urn:li:member:38292506,27,Male,Asian,east_asian,297
urn:li:member:8301475,64,Male,Black,celtic_english,714
urn:li:member:2720129,64,Male,White,celtic_english,513
urn:li:member:55826987,28,Male,Black,south_asian,847
urn:li:member:5818060,51,Male,White,jewish,126
urn:li:member:18400112,50,Male,White,celtic_english,327
urn:li:member:4825652,43,Male,White,celtic_english,833
urn:li:member:195311,52,Male,White,celtic_english,337
urn:li:member:24859405,45,Male,Asian,east_asian,375
urn:li:member:143465808,48,Male,White,hispanic,284
urn:li:member:17709806,53,Male,White,celtic_english,1471
urn:li:member:288026530,45,Female,White,east_asian,127
urn:li:member:59417831,17,Female,White,celtic_english,407
urn:li:member:20139804,31,Male,White,celtic_english,411
urn:li:member:59040687,40,Male,White,muslim,161
urn:li:member:276728234,52,Male,White,east_asian,1058
urn:li:member:25883333,40,Male,White,european,623
urn:li:member:79832446,40,Female,White,south_asian,604
urn:li:member:60401985,27,Male,Asian,south_asian,454
urn:li:member:81872335,39,Female,White,celtic_english,213
urn:li:member:5550769,51,Female,Black,celtic_english,11587
urn:li:member:26649976,38,Male,White,celtic_english,6492
urn:li:member:11808161,33,Male,White,south_asian,1717
urn:li:member:58957898,18,Male,White,celtic_english,1639
urn:li:member:74728593,31,Male,White,south_asian,1427
urn:li:member:65029633,44,Male,Black,south_asian,748
urn:li:member:24629702,57,Male,White,european,539
urn:li:member:1546052,53,Male,White,european,2485
urn:li:member:63851397,60,Male,White,celtic_english,375
urn:li:member:34553162,44,Male,White,celtic_english,1682
urn:li:member:13145746,48,Male,White,hispanic,1750
urn:li:member:183995779,39,Female,Asian,east_asian,467
urn:li:member:91601268,32,Male,White,celtic_english,0
urn:li:member:8272666,36,Male,White,celtic_english,740
urn:li:member:31696288,43,Male,White,muslim,604
urn:li:member:32707819,34,Male,White,south_asian,443
urn:li:member:236122357,30,Female,Black,hispanic,8936
urn:li:member:50090798,42,Female,White,south_asian,465
urn:li:member:10580696,59,Male,White,hispanic,419
urn:li:member:21902413,46,Male,White,south_asian,888
urn:li:member:38779036,48,Male,White,celtic_english,1764
urn:li:member:94150177,37,Male,White,south_asian,677
urn:li:member:16792184,52,Female,White,celtic_english,671
urn:li:member:120199551,44,Male,White,celtic_english,5125
urn:li:member:10735534,53,Female,White,east_asian,1201
urn:li:member:17393277,37,Male,White,south_asian,629
urn:li:member:383842,59,Male,White,european,0
urn:li:member:25692401,34,Female,White,celtic_english,528
urn:li:member:261094829,30,Female,Asian,celtic_english,655
urn:li:member:54813968,42,Male,Black,south_asian,1490
urn:li:member:7092963,42,Male,White,celtic_english,177
urn:li:member:113519128,30,Male,Asian,east_asian,1610
urn:li:member:8200341,43,Male,White,celtic_english,380
urn:li:member:109345729,44,Male,White,european,2329
urn:li:member:78961196,67,Male,White,celtic_english,581
urn:li:member:154488894,34,Female,White,hispanic,789
urn:li:member:193708267,41,Male,Black,south_asian,0
urn:li:member:118870584,30,Female,White,south_asian,261
urn:li:member:5690950,64,Male,White,hispanic,3267
urn:li:member:26028368,32,Male,Asian,celtic_english,157
urn:li:member:83672163,33,Female,Asian,east_asian,947
urn:li:member:21484388,42,Male,White,celtic_english,337
urn:li:member:42542162,50,Male,White,celtic_english,684
urn:li:member:52814959,31,Male,White,muslim,1211
urn:li:member:72742009,9,Male,White,celtic_english,4982
urn:li:member:173917175,35,Male,White,muslim,672
urn:li:member:8349117,47,Male,White,celtic_english,1218
urn:li:member:773983,54,Male,Asian,hispanic,889
urn:li:member:5440697,48,Male,White,european,3825
urn:li:member:80369069,36,Male,White,european,403
urn:li:member:54257596,50,Female,White,celtic_english,508
urn:li:member:18242382,27,Male,White,south_asian,491
urn:li:member:82910744,50,Female,White,european,523
urn:li:member:99177176,32,Male,White,celtic_english,1420
urn:li:member:77860811,35,Male,Black,south_asian,668
urn:li:member:243369563,45,Female,White,hispanic,73
urn:li:member:46407775,50,Female,White,celtic_english,294
urn:li:member:5636972,48,Male,White,celtic_english,255
urn:li:member:105127904,55,Male,White,celtic_english,1607
urn:li:member:4820218,60,Male,White,celtic_english,204
urn:li:member:72679171,46,Male,White,european,665
urn:li:member:62638998,33,Male,White,muslim,1423
urn:li:member:472277096,35,Male,White,hispanic,210
urn:li:member:20871813,56,Male,White,celtic_english,563
urn:li:member:74131546,20,Male,White,celtic_english,394
urn:li:member:184082344,42,Female,Asian,celtic_english,830
urn:li:member:5692269,63,Male,White,celtic_english,354
urn:li:member:16563065,29,Male,Black,south_asian,1416
urn:li:member:102650555,39,Male,White,hispanic,754
urn:li:member:7686548,46,Male,White,celtic_english,1494
urn:li:member:1710349,53,Male,White,celtic_english,723
urn:li:member:1715248,46,Male,White,celtic_english,870
urn:li:member:11129336,50,Male,White,european,484
urn:li:member:77144061,45,Female,White,european,502
urn:li:member:120577207,37,Female,White,south_asian,0
urn:li:member:422750268,28,Male,White,south_asian,554
urn:li:member:206909471,46,Female,Asian,muslim,382
urn:li:member:56912684,37,Male,Asian,east_asian,509
urn:li:member:121347734,41,Female,Asian,east_asian,451
urn:li:member:7604173,42,Male,White,muslim,1187
urn:li:member:2622607,61,Female,White,celtic_english,553
urn:li:member:12368690,44,Male,White,greek,302
