m_urn,beauty,beauty_female,beauty_male,blur,blur_gaussian,blur_motion,face_quality,smile,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_open,mouth_mask,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain
urn:li:member:24553630,39.007,52.782,39.007,0.403,0.403,0.403,93.306,45.905,None,5.6489077,1.8349509,0.89146686,0.287,99.323,0.0,0.39,2.621,1.905,8.241,5.539
urn:li:member:59976328,72.922,76.757,72.922,1.078,1.078,1.078,88.405,75.735,None,8.802569,5.3323364,-4.564587,0.001,99.997,0.0,0.002,0.925,5.706,11.435,3.135
urn:li:member:57650945,63.781,63.781,65.068,0.629,0.629,0.629,92.21,48.725,None,8.980122,0.23170754,0.46333098,99.881,0.119,0.0,0.0,3.913,8.196,48.108,8.524
urn:li:member:24851768,43.26,50.853,43.26,0.313,0.313,0.313,65.565,99.179,None,5.7065215,0.72543955,13.195536,0.0,99.933,0.0,0.066,3.042,0.851,2.435,23.47
urn:li:member:32330,60.608,65.349,60.608,1.647,1.647,1.647,94.168,30.886,Normal,-0.8433516,-4.6347885,-0.7860788,90.779,6.933,0.483,1.805,3.854,12.028,5.532,17.305
urn:li:member:7560092,53.617,60.612,53.617,0.688,0.688,0.688,77.4,83.381,Normal,2.0531275,-4.876444,11.172769,70.974,29.013,0.0,0.014,23.828,28.933,1.354,31.463
urn:li:member:230067906,62.637,63.246,62.637,99.683,99.683,99.683,0.006,41.706,None,-6.047426,-0.9109528,0.8911809,0.396,0.001,0.001,99.602,2.602,2.978,4.381,3.408
urn:li:member:13064916,44.86,45.03,44.86,0.364,0.364,0.364,80.559,90.312,None,2.5560267,-19.865852,10.246685,0.021,99.979,0.0,0.0,9.23,2.963,0.555,37.963
urn:li:member:111180990,56.315,56.315,53.345,3.59,3.59,3.59,70.869,97.864,None,14.695388,0.42691544,-8.5231905,0.0,100.0,0.0,0.0,10.606,9.654,1.04,77.819
urn:li:member:12596202,65.483,72.573,65.483,75.587,75.587,75.587,0.006,99.483,None,12.856702,2.6848397,-16.003103,1.842,98.094,0.0,0.065,0.329,5.369,36.767,4.92
urn:li:member:55350201,67.365,67.365,68.116,0.469,0.469,0.469,84.072,95.451,None,15.6908865,-2.4795058,2.8221478,0.0,100.0,0.0,0.0,1.627,11.868,89.197,0.965
urn:li:member:10723448,52.255,52.255,51.1,0.373,0.373,0.373,84.242,96.717,Normal,-0.18603727,-13.341643,9.3021965,0.015,99.985,0.0,0.0,8.178,2.324,8.759,24.914
urn:li:member:106143766,77.048,77.048,74.254,0.474,0.474,0.474,91.499,95.689,None,3.9626698,3.4053047,-3.9967628,0.0,100.0,0.0,0.0,13.035,3.065,22.572,8.678
urn:li:member:4101709,61.958,63.193,61.958,0.63,0.63,0.63,81.812,35.286,Normal,6.7992916,-2.082174,8.858926,100.0,0.0,0.0,0.0,3.896,4.265,17.566,2.941
urn:li:member:42885384,81.848,81.848,77.556,0.391,0.391,0.391,92.095,13.955,None,7.903195,0.82727206,1.5010561,100.0,0.0,0.0,0.0,28.943,6.397,17.709,0.828
urn:li:member:102496183,62.254,63.551,62.254,0.713,0.713,0.713,0.338,2.204,None,-9.742871,-12.267836,26.673859,99.966,0.0,0.0,0.034,53.197,10.942,8.888,16.598
urn:li:member:46011921,66.107,71.102,66.107,0.585,0.585,0.585,93.093,97.635,None,5.5729156,4.7193766,-1.2161424,0.0,100.0,0.0,0.0,26.903,27.774,1.535,20.487
urn:li:member:3072570,86.669,88.85,86.669,0.084,0.084,0.084,69.658,77.435,None,8.073443,-2.4873736,11.962407,0.085,99.915,0.0,0.0,56.634,1.218,1.013,68.166
urn:li:member:7591797,50.693,55.829,50.693,0.275,0.275,0.275,84.842,67.243,Normal,6.565938,-3.0840063,7.744919,100.0,0.0,0.0,0.0,66.504,2.036,1.722,9.698
urn:li:member:3642425,65.634,74.763,65.634,28.631,28.631,28.631,56.905,77.485,None,-8.888045,2.8095436,6.528997,100.0,0.0,0.0,0.0,0.379,3.367,57.707,0.828
urn:li:member:175011710,66.244,66.244,66.553,0.048,0.048,0.048,75.643,94.246,None,2.7497454,-5.3681583,11.62301,0.0,99.979,0.0,0.021,2.148,3.144,76.337,6.045
urn:li:member:231715763,74.921,75.14,74.921,0.359,0.359,0.359,87.703,25.827,Normal,-0.29892918,7.4980054,7.687232,0.376,99.624,0.0,0.0,3.196,3.435,21.093,13.898
urn:li:member:182837358,71.608,71.608,73.485,0.045,0.045,0.045,65.041,60.706,Normal,0.6517298,-8.216105,13.967954,100.0,0.0,0.0,0.0,5.454,6.75,41.326,8.353
urn:li:member:4061200,67.676,74.918,67.676,1.463,1.463,1.463,3.777,9.607,None,3.5061486,-4.8861914,23.56168,100.0,0.0,0.0,0.0,19.237,99.056,1.049,25.773
urn:li:member:111264467,60.264,72.844,60.264,0.58,0.58,0.58,89.589,99.241,None,2.716071,0.77752084,5.9715214,0.0,100.0,0.0,0.0,0.985,1.726,7.31,17.986
urn:li:member:4750580,35.499,40.703,35.499,5.159,5.159,5.159,76.236,17.154,Normal,4.6894803,3.68454,-10.209711,99.425,0.074,0.0,0.501,0.308,6.117,4.592,3.925
urn:li:member:4349261,80.958,84.507,80.958,1.154,1.154,1.154,90.181,9.884,None,9.399622,2.2854972,-2.6085415,99.999,0.0,0.0,0.0,33.4,9.565,1.768,18.624
urn:li:member:2325600,39.776,41.371,39.776,0.077,0.077,0.077,92.702,98.913,Normal,2.2596383,10.868592,-3.29409,0.0,99.994,0.0,0.006,15.772,1.55,10.255,1.654
urn:li:member:14329684,58.538,56.415,58.538,0.416,0.416,0.416,88.785,46.89,None,6.215998,-3.5868242,5.5639343,99.884,0.0,0.0,0.116,4.312,8.019,20.022,13.78
urn:li:member:3119336,70.359,72.038,70.359,17.506,17.506,17.506,56.135,83.208,None,3.1127849,4.2924614,-12.218096,0.001,99.999,0.0,0.0,0.698,3.932,0.958,43.169
urn:li:member:32857572,67.041,69.192,67.041,0.354,0.354,0.354,2.897,92.673,None,1.0560796,-2.3929608,24.120815,0.043,97.829,0.0,2.128,87.192,0.714,4.6,52.733
urn:li:member:118400757,65.431,65.431,64.699,0.385,0.385,0.385,87.374,99.286,None,8.909046,7.9559445,5.4532113,0.0,100.0,0.0,0.0,0.482,3.262,79.357,3.295
urn:li:member:47940214,70.244,70.436,70.244,0.341,0.341,0.341,80.383,10.227,None,7.251434,-6.5114512,9.300739,99.994,0.006,0.0,0.0,59.619,18.588,0.61,70.797
urn:li:member:158662900,47.942,56.049,47.942,0.361,0.361,0.361,92.479,41.714,None,1.4168134,-2.0972464,3.7042959,0.956,99.044,0.0,0.001,14.968,5.452,18.087,9.402
urn:li:member:7253967,62.242,72.202,62.242,0.115,0.115,0.115,91.488,48.594,None,3.7144208,-1.6719611,4.2050843,0.0,100.0,0.0,0.0,91.01,10.346,0.453,99.619
urn:li:member:3303781,62.458,60.198,62.458,14.52,14.52,14.52,84.056,60.911,None,7.130418,-7.322883,3.2626097,0.013,99.987,0.0,0.0,0.677,3.809,14.195,0.682
urn:li:member:155391647,51.405,55.218,51.405,5.513,5.513,5.513,81.57,42.928,None,6.220431,-10.063618,7.9965796,5.65,15.859,78.483,0.008,1.623,33.255,13.726,4.431
urn:li:member:36013363,78.41,85.882,78.41,1.097,1.097,1.097,57.95,97.946,None,5.1537013,-9.188995,14.429798,0.0,99.996,0.0,0.004,1.211,3.831,26.883,7.464
urn:li:member:19457093,44.364,49.496,44.364,4.253,4.253,4.253,90.952,92.467,None,3.6818557,14.117496,-3.3320267,0.003,99.89,0.073,0.034,0.702,6.372,13.549,13.529
urn:li:member:16395623,85.662,86.522,85.662,0.839,0.839,0.839,75.0,98.589,None,14.4594555,6.2441564,-8.009107,0.0,100.0,0.0,0.0,4.002,4.482,73.399,5.731
urn:li:member:62510409,53.644,55.286,53.644,1.929,1.929,1.929,86.202,85.911,None,2.202426,6.0703487,-7.7704372,0.0,100.0,0.0,0.0,1.057,7.822,66.702,4.787
urn:li:member:173366652,69.28,74.963,69.28,0.993,0.993,0.993,86.466,98.409,None,7.5164275,0.5287283,6.4160237,0.0,100.0,0.0,0.0,40.11,1.94,0.835,63.744
urn:li:member:6536969,61.099,67.107,61.099,0.495,0.495,0.495,89.773,87.316,None,-0.50619894,1.2677265,-6.3275084,100.0,0.0,0.0,0.0,1.766,2.702,59.677,3.628
urn:li:member:14998855,66.751,70.579,66.751,0.394,0.394,0.394,74.799,96.38,None,8.957635,6.4324617,-10.470593,0.0,100.0,0.0,0.0,7.821,4.497,48.813,6.896
urn:li:member:6607260,60.069,62.347,60.069,0.483,0.483,0.483,90.273,13.676,None,12.394603,-1.4690933,0.3136602,97.104,2.623,0.0,0.273,0.878,3.202,7.997,18.079
urn:li:member:3886747,56.357,58.613,56.357,0.09,0.09,0.09,29.949,40.757,Normal,0.5785409,-14.390805,18.636055,97.937,0.0,0.0,2.063,9.981,2.445,2.605,17.866
urn:li:member:6167147,61.378,61.625,61.378,0.723,0.723,0.723,89.486,4.24,None,3.5238564,-4.534225,-5.8024807,99.999,0.001,0.0,0.0,4.989,3.386,7.199,1.562
urn:li:member:132690245,51.039,47.198,51.039,92.294,92.294,92.294,0.006,19.042,Dark,-1.2028756,-5.178755,-10.321171,0.09,99.906,0.0,0.004,2.242,10.808,6.525,0.622
urn:li:member:96565344,60.208,60.76,60.208,0.273,0.273,0.273,90.679,1.84,None,1.8532351,-7.4495378,5.4092493,100.0,0.0,0.0,0.0,1.397,1.601,57.146,2.968
urn:li:member:49854648,56.091,55.969,56.091,86.054,86.054,86.054,0.006,3.181,Normal,8.054398,-2.374585,6.247072,96.628,3.363,0.0,0.009,40.268,2.529,0.267,85.731
urn:li:member:12027295,78.4,78.4,71.152,0.34,0.34,0.34,83.635,98.982,None,7.49873,-6.1526923,7.9838815,0.0,100.0,0.0,0.0,1.378,2.896,68.519,3.586
urn:li:member:37419829,43.061,42.711,43.061,60.493,60.493,60.493,0.006,87.35,Normal,1.807431,-1.0303688,-1.0360867,0.127,99.869,0.0,0.004,39.302,8.411,3.53,3.57
urn:li:member:29906566,62.759,67.996,62.759,0.374,0.374,0.374,90.256,92.55,None,5.2229934,18.484482,-4.772899,0.0,99.999,0.0,0.001,0.353,4.681,30.069,0.76
urn:li:member:68944012,59.247,59.247,57.442,0.728,0.728,0.728,78.468,85.799,None,17.143002,2.7570722,-4.471171,0.0,100.0,0.0,0.0,3.516,2.696,17.471,27.219
urn:li:member:6312323,79.878,85.753,79.878,0.155,0.155,0.155,88.129,99.594,None,9.1991005,-5.3617506,4.858289,0.002,99.998,0.0,0.0,1.112,0.897,68.648,4.762
urn:li:member:69183315,55.528,55.112,55.528,0.291,0.291,0.291,83.173,84.449,None,10.662161,16.0105,-6.9813986,0.0,100.0,0.0,0.0,3.267,3.307,0.441,7.963
urn:li:member:3800619,42.094,45.837,42.094,6.12,6.12,6.12,91.221,97.633,None,-0.84207183,-0.5404216,-3.166754,0.001,99.999,0.0,0.0,0.218,38.696,13.71,4.305
urn:li:member:271434505,75.104,75.387,75.104,6.556,6.556,6.556,66.888,13.592,None,2.531682,-0.3725616,-12.457022,1.042,97.006,0.0,1.952,10.964,12.091,8.366,0.968
urn:li:member:7131906,48.492,51.93,48.492,70.363,70.363,70.363,0.006,74.225,None,-2.2754536,7.0627847,-4.961964,0.49,99.51,0.0,0.0,0.158,4.54,6.003,4.198
urn:li:member:10550788,63.239,63.239,55.982,0.359,0.359,0.359,91.412,97.355,None,7.993049,-18.12537,2.362184,0.0,100.0,0.0,0.0,1.048,3.505,51.968,5.795
urn:li:member:122652218,53.403,56.098,53.403,0.516,0.516,0.516,93.93,56.907,None,2.1862385,0.3419756,-1.2875751,99.19,0.0,0.0,0.81,2.278,3.709,3.016,2.483
urn:li:member:12772737,65.706,68.842,65.706,5.414,5.414,5.414,82.929,91.289,None,5.694943,7.536113,-7.604962,99.835,0.136,0.029,0.0,1.176,8.362,46.919,0.99
urn:li:member:18568766,61.927,61.927,57.159,0.426,0.426,0.426,4.538,88.803,None,7.2170734,-6.994487,23.098461,100.0,0.0,0.0,0.0,33.573,4.463,6.32,11.257
urn:li:member:63035114,57.008,63.015,57.008,0.395,0.395,0.395,82.615,48.125,None,8.019237,-9.128411,8.230389,2.256,93.689,0.722,3.332,5.96,3.252,25.023,2.319
urn:li:member:8180676,51.955,51.955,43.718,0.236,0.236,0.236,15.321,97.107,None,6.632694,0.47264266,20.367296,0.001,99.999,0.0,0.0,12.303,4.996,1.814,33.254
urn:li:member:3854814,52.645,55.783,52.645,0.079,0.079,0.079,0.735,42.348,Normal,1.61469,-3.0057755,26.00014,99.844,0.15,0.0,0.007,5.547,5.081,20.367,11.404
urn:li:member:4621171,76.939,78.864,76.939,0.368,0.368,0.368,55.754,60.574,None,-3.2434175,-7.838956,15.082529,0.004,99.995,0.0,0.0,2.657,6.472,55.138,2.297
urn:li:member:10066348,47.049,47.049,50.952,0.871,0.871,0.871,92.011,13.719,Normal,5.055622,-6.9290495,2.8762345,34.775,0.013,0.0,65.212,85.044,64.014,3.864,99.865
urn:li:member:13020675,52.522,56.613,52.522,0.788,0.788,0.788,88.717,95.18,None,0.46265823,-2.7038472,6.965361,99.888,0.045,0.0,0.067,13.619,55.929,0.878,21.293
urn:li:member:27347158,51.316,60.138,51.316,0.412,0.412,0.412,93.072,92.06,Normal,6.1496806,1.1436085,-1.0149225,0.0,100.0,0.0,0.0,40.132,8.774,0.32,76.319
urn:li:member:46696832,71.385,71.385,69.864,0.295,0.295,0.295,0.006,2.285,None,-7.901539,-43.83424,65.06727,0.005,1.952,0.0,98.043,4.325,3.774,85.905,2.869
urn:li:member:2434824,65.899,66.954,65.899,0.361,0.361,0.361,89.695,23.053,None,9.217368,-12.221878,3.4901333,100.0,0.0,0.0,0.0,0.569,8.883,5.392,0.352
urn:li:member:194747679,79.328,80.115,79.328,0.351,0.351,0.351,61.244,25.884,None,3.5905192,8.885899,-14.223226,100.0,0.0,0.0,0.0,3.779,4.071,27.351,4.738
urn:li:member:1322755,56.667,63.446,56.667,0.217,0.217,0.217,76.311,98.963,None,6.4945197,-1.7778689,10.736774,2.529,55.034,0.0,42.438,13.617,1.269,4.356,70.349
urn:li:member:139283928,58.667,58.667,53.48,0.77,0.77,0.77,89.912,99.272,None,12.562417,-12.623631,-0.4846642,0.0,100.0,0.0,0.0,0.845,2.662,68.893,6.621
urn:li:member:71027694,78.923,82.868,78.923,0.159,0.159,0.159,0.006,12.365,None,-10.900151,-16.153387,37.359585,0.005,99.984,0.0,0.011,7.466,9.155,4.795,29.145
urn:li:member:20235792,64.216,64.216,69.027,0.409,0.409,0.409,90.461,19.382,Dark,10.867747,-0.8342393,-1.5334201,96.826,2.568,0.008,0.598,1.978,3.524,20.109,5.437
urn:li:member:131661068,46.182,50.193,46.182,0.208,0.208,0.208,33.799,79.688,None,-9.6139345,-0.43751758,17.210215,0.011,99.986,0.0,0.002,2.67,99.975,0.901,8.08
urn:li:member:16166929,55.076,56.581,55.076,0.326,0.326,0.326,91.348,28.271,Normal,-8.849699,4.536701,-1.9311318,98.387,1.462,0.0,0.15,16.484,4.136,0.494,31.7
urn:li:member:50931542,48.124,57.372,48.124,6.949,6.949,6.949,49.476,88.848,None,-0.52565646,-4.997092,15.407998,37.867,29.464,30.699,1.97,1.667,2.539,70.738,4.237
urn:li:member:14464610,48.27,52.665,48.27,7.31,7.31,7.31,86.536,69.133,None,4.0434785,6.3364058,5.666612,99.927,0.041,0.001,0.031,3.47,1.848,3.155,54.315
urn:li:member:101917869,67.107,68.171,67.107,0.362,0.362,0.362,86.285,92.005,None,0.28555056,17.97221,-8.409422,0.14,99.86,0.0,0.0,11.984,3.403,1.676,3.921
urn:li:member:1619196,38.464,39.778,38.464,0.298,0.298,0.298,92.632,24.582,None,0.6235911,-6.394967,3.7402112,99.48,0.52,0.0,0.0,0.89,0.944,0.946,29.141
urn:li:member:13295176,55.918,55.918,53.434,4.209,4.209,4.209,83.587,93.953,None,-0.019600935,-2.66741,-8.767839,0.398,99.602,0.0,0.0,40.262,1.039,0.848,30.033
urn:li:member:11907401,56.222,56.222,54.701,65.877,65.877,65.877,0.006,97.591,None,4.533764,-5.2430387,-7.016697,0.012,99.988,0.0,0.0,1.153,3.581,85.346,3.287
urn:li:member:25153686,53.642,68.221,53.642,0.122,0.122,0.122,88.438,99.444,None,9.168362,1.1035978,4.652619,55.218,44.781,0.0,0.001,15.677,2.805,1.487,80.614
urn:li:member:23572556,46.27,51.808,46.27,3.914,3.914,3.914,18.115,17.489,None,-11.917656,1.6621175,18.966976,0.0,100.0,0.0,0.0,1.146,11.161,9.665,2.747
urn:li:member:47847704,65.711,65.711,67.016,0.034,0.034,0.034,21.536,97.313,None,0.15591016,4.2007165,19.793875,97.127,0.0,0.0,2.873,3.977,8.709,54.796,2.024
urn:li:member:283246290,65.211,68.081,65.211,0.365,0.365,0.365,74.324,88.319,Normal,0.73421544,2.1473026,12.137886,100.0,0.0,0.0,0.0,2.332,11.479,21.075,3.218
urn:li:member:15572894,42.811,45.737,42.811,0.414,0.414,0.414,93.372,98.344,None,3.976738,1.4918468,1.5865589,0.0,99.999,0.0,0.001,0.814,2.564,19.867,1.979
urn:li:member:133910834,41.008,41.008,39.819,1.254,1.254,1.254,90.392,92.108,Normal,-3.1179633,0.03765526,5.044742,0.0,100.0,0.0,0.0,1.536,0.756,22.55,5.852
urn:li:member:7315057,57.688,61.476,57.688,0.201,0.201,0.201,1.261,5.964,None,0.8667501,0.37528497,-25.342825,0.0,99.984,0.0,0.016,3.064,13.477,12.534,0.623
urn:li:member:110331172,52.441,55.933,52.441,1.941,1.941,1.941,84.22,31.251,None,2.9744399,6.4037,8.525111,99.998,0.002,0.0,0.0,8.247,3.3,0.974,9.907
urn:li:member:7538968,64.816,72.166,64.816,0.362,0.362,0.362,91.836,96.202,Normal,7.6482034,5.427775,2.0224342,0.0,100.0,0.0,0.0,0.415,2.665,30.706,0.748
urn:li:member:11468397,66.963,72.541,66.963,0.061,0.061,0.061,80.946,98.049,None,-0.45054486,-2.3456366,10.480286,0.0,100.0,0.0,0.0,1.228,2.432,25.178,1.982
urn:li:member:143683822,64.907,65.175,64.907,92.141,92.141,92.141,0.006,97.658,None,-6.0187054,16.319681,-15.075556,0.0,99.975,0.0,0.025,94.842,1.25,4.862,93.043
urn:li:member:16884784,75.275,75.275,69.762,0.349,0.349,0.349,91.713,58.988,None,1.6660597,7.548757,-4.4803076,99.565,0.435,0.0,0.0,60.922,11.579,1.722,67.798
urn:li:member:52084952,54.191,47.927,54.191,0.355,0.355,0.355,58.053,5.442,Normal,-3.2886217,-5.5878305,14.74548,100.0,0.0,0.0,0.0,15.609,12.0,1.071,56.321
urn:li:member:7353422,58.708,58.708,53.681,0.577,0.577,0.577,91.275,51.463,None,7.3655267,11.312164,2.784879,2.414,97.586,0.0,0.0,8.075,3.353,2.974,43.157
urn:li:member:74373444,42.23,51.889,42.23,0.341,0.341,0.341,22.548,91.848,None,3.9183888,-15.045612,19.404814,0.004,99.966,0.0,0.03,4.731,3.237,25.363,20.19
urn:li:member:113489739,77.412,77.412,73.878,0.443,0.443,0.443,93.472,2.435,Normal,4.7954745,1.2817006,-1.0243875,0.0,99.999,0.0,0.001,13.947,4.82,16.179,11.349
urn:li:member:25339559,63.954,64.184,63.954,3.642,3.642,3.642,83.976,9.439,Normal,-4.8768716,9.418458,-7.808673,33.549,0.0,0.0,66.451,2.411,2.471,21.25,14.577
urn:li:member:13534262,58.889,58.909,58.889,81.223,81.223,81.223,0.006,4.415,None,1.4094856,13.131968,-36.20286,0.126,0.06,0.0,99.814,1.514,36.438,1.918,3.063
urn:li:member:21241682,58.674,57.752,58.674,0.969,0.969,0.969,85.163,63.169,Dark,13.070495,2.3443527,-4.288231,0.0,100.0,0.0,0.0,1.114,10.425,7.165,1.075
urn:li:member:17623484,45.843,48.312,45.843,0.581,0.581,0.581,63.63,78.081,None,12.956859,5.5153203,11.666013,0.42,98.218,0.0,1.361,65.237,5.032,1.939,76.473
urn:li:member:78429115,66.461,66.461,61.949,2.29,2.29,2.29,92.235,96.27,None,3.0182679,4.8876705,-2.8309536,0.001,99.999,0.0,0.0,1.787,1.422,85.908,3.677
urn:li:member:20209962,62.113,62.381,62.113,0.3,0.3,0.3,92.328,31.6,Normal,7.079319,-1.5344173,1.6965779,99.998,0.002,0.0,0.0,3.577,2.594,4.466,4.682
urn:li:member:214836362,48.042,47.038,48.042,47.073,47.073,47.073,9.8,38.057,Dark,-0.9500776,-3.017939,5.5016947,3.914,95.712,0.042,0.332,0.715,8.29,2.727,2.575
urn:li:member:77655887,70.021,73.946,70.021,0.331,0.331,0.331,92.662,10.826,None,8.063576,-2.3260782,0.5332004,99.815,0.185,0.0,0.0,4.018,4.07,65.435,9.595
urn:li:member:107007325,50.121,60.132,50.121,1.301,1.301,1.301,88.879,61.786,None,12.409903,1.1659081,1.627692,99.999,0.0,0.0,0.001,81.816,47.325,2.114,84.014
urn:li:member:187448889,57.414,57.414,54.207,8.992,8.992,8.992,91.507,96.697,None,3.5662327,-6.1482673,0.470822,0.0,100.0,0.0,0.0,5.678,2.085,77.938,11.755
urn:li:member:10923126,66.709,66.709,56.802,1.461,1.461,1.461,1.893,30.357,None,3.9774263,17.634287,24.67019,99.827,0.0,0.0,0.173,6.236,2.199,46.353,8.183
urn:li:member:76117102,66.446,69.536,66.446,0.418,0.418,0.418,89.671,1.099,Normal,3.2066736,-4.424008,5.832758,100.0,0.0,0.0,0.0,1.517,2.777,33.214,3.09
urn:li:member:288599693,67.821,67.821,66.434,0.348,0.348,0.348,91.64,88.061,None,7.402754,1.2207717,2.4164722,71.381,28.615,0.0,0.004,7.132,3.22,81.016,5.548
urn:li:member:7184877,53.55,57.783,53.55,0.077,0.077,0.077,82.639,96.149,None,1.138718,-2.9071767,9.82497,0.0,99.967,0.0,0.033,3.955,0.922,5.504,1.713
urn:li:member:53715494,51.501,64.521,51.501,0.743,0.743,0.743,92.541,98.243,None,7.621029,-1.7319072,0.84464335,0.0,100.0,0.0,0.0,11.407,77.391,0.257,6.751
urn:li:member:62707538,44.439,44.439,39.656,2.155,2.155,2.155,76.742,98.128,None,-6.0423465,1.5177877,-10.369342,0.0,99.996,0.0,0.003,6.538,4.958,2.612,67.026
urn:li:member:25488199,58.033,64.286,58.033,0.055,0.055,0.055,41.334,96.744,None,8.207449,-40.86224,16.42435,0.0,100.0,0.0,0.0,3.467,4.521,1.113,33.7
urn:li:member:4351398,70.768,75.609,70.768,9.648,9.648,9.648,82.444,16.43,None,3.5917776,-0.49826488,7.184966,100.0,0.0,0.0,0.0,1.12,4.056,23.841,1.57
urn:li:member:15678940,72.554,79.6,72.554,0.347,0.347,0.347,55.608,66.771,Normal,15.25887,15.343416,12.313978,99.492,0.0,0.0,0.508,76.421,18.87,2.551,48.355
urn:li:member:50985438,70.687,70.687,64.489,0.193,0.193,0.193,91.188,97.903,None,6.626071,-1.836664,3.3784215,0.0,100.0,0.0,0.0,0.215,9.342,31.993,3.746
urn:li:member:15273756,37.786,46.036,37.786,0.689,0.689,0.689,89.949,48.814,None,-5.6032047,-11.070004,4.8034573,0.135,89.882,0.021,9.961,1.542,1.444,4.677,6.187
urn:li:member:84777206,62.703,60.772,62.703,0.311,0.311,0.311,50.12,73.248,Normal,17.612309,-15.899158,12.161571,11.147,0.007,0.0,88.846,1.15,4.392,1.772,0.167
urn:li:member:1784635,73.161,76.899,73.161,0.086,0.086,0.086,12.113,99.225,None,4.3901377,1.5471661,21.155159,0.0,100.0,0.0,0.0,2.266,3.351,77.903,2.851
urn:li:member:671916,78.471,79.169,78.471,0.067,0.067,0.067,46.139,11.588,Normal,1.2282832,-3.32777,16.581566,0.067,0.0,0.0,99.933,17.395,26.732,32.387,9.496
urn:li:member:59536658,57.073,60.113,57.073,1.146,1.146,1.146,73.96,18.086,None,7.017759,5.5176187,-11.056357,0.434,99.566,0.0,0.0,9.048,3.131,17.287,8.919
urn:li:member:60054662,32.72,37.45,32.72,0.064,0.064,0.064,94.227,77.518,None,-3.148946,-3.532699,0.51905507,2.146,20.665,0.235,76.954,0.836,5.177,0.431,8.486
urn:li:member:25843740,60.17,60.17,61.293,0.348,0.348,0.348,91.682,79.308,None,9.717431,-1.3494363,-0.84015846,99.997,0.003,0.0,0.0,16.19,4.987,56.163,11.028
urn:li:member:8779383,68.66,74.062,68.66,28.132,28.132,28.132,12.793,40.958,None,-0.5618428,5.4279137,-18.429821,99.998,0.002,0.0,0.0,19.811,19.12,0.269,58.9
urn:li:member:2047927,67.093,71.158,67.093,1.793,1.793,1.793,91.583,83.43,None,7.4077206,12.9221325,-1.9045563,99.999,0.0,0.0,0.001,98.251,97.741,0.889,99.729
urn:li:member:76386394,52.833,61.674,52.833,1.117,1.117,1.117,93.468,43.91,None,1.8005002,-2.832721,1.9575032,100.0,0.0,0.0,0.0,2.139,2.233,45.498,4.593
urn:li:member:48222764,64.348,66.439,64.348,3.851,3.851,3.851,0.223,87.08,None,-4.2365613,-6.9809365,27.11953,0.004,99.996,0.0,0.0,4.522,8.298,9.241,2.454
urn:li:member:25161596,51.685,55.007,51.685,0.37,0.37,0.37,93.286,84.322,Normal,6.7189713,4.483415,0.30545545,41.527,2.235,0.06,56.177,38.596,2.784,3.238,11.807
urn:li:member:807777,62.364,73.471,62.364,0.366,0.366,0.366,90.63,87.998,None,7.2708035,5.512765,3.596909,0.025,0.001,99.822,0.153,14.871,2.288,6.637,7.378
urn:li:member:2191053,63.858,64.621,63.858,2.881,2.881,2.881,87.773,91.715,None,-5.893737,-13.307822,5.663566,0.0,100.0,0.0,0.0,2.87,2.239,68.601,11.651
urn:li:member:671368,33.735,39.547,33.735,0.076,0.076,0.076,92.917,59.655,Normal,-3.840255,-5.567955,2.4707518,99.826,0.104,0.0,0.069,0.691,29.35,0.364,13.131
urn:li:member:588722,60.041,65.036,60.041,1.542,1.542,1.542,90.941,83.41,None,8.378962,-13.905726,2.2342215,0.0,100.0,0.0,0.0,15.787,5.309,3.702,5.094
urn:li:member:853405,49.793,51.875,49.793,90.357,90.357,90.357,0.006,96.751,None,4.435,3.4452417,0.02504801,0.001,99.999,0.0,0.0,42.631,98.163,0.996,89.486
urn:li:member:3510054,39.398,39.398,38.81,2.244,2.244,2.244,82.292,98.462,Normal,-4.4492817,-11.0709505,-8.919632,0.002,99.997,0.0,0.001,0.8,1.311,33.663,10.696
urn:li:member:12731123,45.8,48.945,45.8,49.051,49.051,49.051,2.908,94.622,None,5.2797537,-8.00156,4.427732,0.027,99.939,0.0,0.034,37.868,11.969,2.802,3.519
urn:li:member:52628133,73.765,73.765,70.055,0.103,0.103,0.103,78.612,99.277,None,5.9908414,-4.0749593,10.22507,0.0,100.0,0.0,0.0,2.278,3.611,13.396,6.775
