m_urn,beauty,beauty_female,beauty_male,blur,blur_gaussian,blur_motion,face_quality,smile,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_open,mouth_mask,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain
urn:li:member:1134418,71.306,71.306,69.811,1.087,1.087,1.087,15.607,99.003,None,-0.21347244,-8.742791,20.651535,0.001,99.999,0.0,0.0,6.249,3.456,64.171,15.603
urn:li:member:141175324,70.134,70.134,69.485,10.387,10.387,10.387,1.019,48.229,None,5.598137,5.6655226,-25.258163,44.947,54.716,0.007,0.331,19.165,8.868,2.547,7.668
urn:li:member:6932192,39.994,47.545,39.994,0.743,0.743,0.743,93.676,97.84,Normal,-1.7344112,9.18648,1.7926224,0.0,100.0,0.0,0.0,0.229,1.422,0.444,12.188
urn:li:member:60719901,41.559,41.559,39.599,0.417,0.417,0.417,91.653,44.961,None,3.6697338,-2.6640136,3.9501946,98.909,0.255,0.0,0.836,1.801,3.717,21.34,33.765
urn:li:member:71196851,57.168,62.773,57.168,4.047,4.047,4.047,91.065,77.832,None,3.991815,-0.8216153,3.1801925,0.008,99.992,0.0,0.0,0.303,3.028,38.244,1.182
urn:li:member:161867098,62.436,64.791,62.436,5.621,5.621,5.621,87.518,1.813,None,11.569175,3.7924995,1.8363886,100.0,0.0,0.0,0.0,19.389,13.432,4.684,4.637
urn:li:member:22770264,62.848,70.992,62.848,0.895,0.895,0.895,87.316,98.349,None,10.366641,-6.7337637,4.6002965,0.0,100.0,0.0,0.0,19.429,1.012,2.145,18.911
urn:li:member:4404292,50.828,51.073,50.828,1.279,1.279,1.279,72.282,38.648,None,-4.56291,5.8402452,-11.914697,99.966,0.0,0.0,0.034,0.588,4.084,5.289,4.78
urn:li:member:1360614,40.924,44.135,40.924,0.209,0.209,0.209,89.545,93.99,None,2.7363691,-13.213596,6.098357,99.605,0.134,0.0,0.261,2.349,10.51,0.727,58.046
urn:li:member:25287572,64.107,67.339,64.107,1.465,1.465,1.465,93.941,43.679,None,3.246137,-1.914896,0.38674662,0.235,99.765,0.0,0.0,99.292,99.862,0.582,99.287
urn:li:member:4646850,42.766,51.46,42.766,0.053,0.053,0.053,88.278,88.242,None,4.8001947,-1.7626494,6.4529343,0.0,100.0,0.0,0.0,0.411,1.927,37.697,6.655
urn:li:member:58643181,58.185,67.764,58.185,7.467,7.467,7.467,32.853,0.237,None,5.1366596,-10.674319,17.200815,99.702,0.004,0.0,0.294,42.019,99.615,0.357,7.967
urn:li:member:62567961,57.659,62.133,57.659,0.256,0.256,0.256,83.398,92.119,None,4.923542,-3.786388,8.805219,0.0,100.0,0.0,0.0,1.229,3.436,40.494,9.535
urn:li:member:112063339,67.741,63.195,67.741,4.182,4.182,4.182,14.226,13.855,Normal,0.021161633,-16.290648,-20.709808,99.475,0.36,0.003,0.162,13.475,39.322,1.525,3.549
urn:li:member:93473943,46.333,45.212,46.333,21.009,21.009,21.009,16.394,55.426,Normal,-1.689419,-2.4149299,18.610268,100.0,0.0,0.0,0.0,4.416,0.976,3.801,11.058
urn:li:member:525005,51.584,55.357,51.584,0.146,0.146,0.146,86.171,87.237,None,2.38711,-11.936631,8.157639,0.06,99.726,0.0,0.214,4.769,81.593,1.88,99.548
urn:li:member:4534125,41.447,41.447,42.429,22.286,22.286,22.286,0.015,85.314,None,5.175302,-24.792639,28.53086,3.004,96.296,0.0,0.7,48.264,93.153,1.469,61.281
urn:li:member:4463536,49.139,47.472,49.139,8.076,8.076,8.076,91.378,5.739,Normal,-2.2515752,-7.595357,-1.6809897,99.14,0.432,0.0,0.427,44.412,19.221,0.781,27.195
urn:li:member:20027904,67.3,71.359,67.3,0.231,0.231,0.231,78.874,90.636,None,7.579078,-5.521764,9.7236395,0.015,99.984,0.0,0.001,0.272,2.947,59.853,1.225
urn:li:member:20546675,49.812,49.812,48.496,0.333,0.333,0.333,89.966,96.241,None,7.13289,-4.806297,-4.2929177,0.0,100.0,0.0,0.0,26.583,10.124,5.946,5.793
urn:li:member:302837272,70.915,70.915,66.994,2.364,2.364,2.364,78.511,89.537,None,4.4194484,0.38137,-10.163006,0.0,100.0,0.0,0.0,3.135,2.342,83.137,2.661
urn:li:member:29228952,61.949,72.074,61.949,1.131,1.131,1.131,79.239,97.984,None,9.902759,4.0449586,-8.676576,0.0,100.0,0.0,0.0,32.98,26.662,0.53,90.686
urn:li:member:11013304,49.994,61.37,49.994,0.392,0.392,0.392,86.511,99.572,None,4.5012054,-10.703059,7.464841,0.0,100.0,0.0,0.0,7.695,6.952,8.549,37.313
urn:li:member:14030154,52.968,52.121,52.968,97.246,97.246,97.246,0.006,40.027,None,-4.6149306,8.747911,0.9763124,73.018,0.744,0.0,26.238,2.47,0.85,9.455,1.299
urn:li:member:17193993,52.777,55.333,52.777,1.297,1.297,1.297,46.468,49.47,None,0.9447911,-7.915073,16.435917,0.0,100.0,0.0,0.0,2.843,2.828,19.057,21.684
urn:li:member:48840534,53.965,58.923,53.965,0.974,0.974,0.974,90.447,77.518,Normal,3.8613625,6.1444683,-4.8678236,0.0,100.0,0.0,0.0,4.807,1.771,0.49,51.261
urn:li:member:5894124,56.194,60.893,56.194,5.607,5.607,5.607,31.802,18.513,None,1.9016502,-4.016201,17.824018,98.301,1.609,0.0,0.09,42.901,53.447,4.393,96.791
urn:li:member:1661405,62.155,68.825,62.155,1.291,1.291,1.291,93.538,68.1,None,-5.046706,15.465632,0.36881396,17.097,29.519,6.691,46.693,6.521,57.63,3.849,3.9
urn:li:member:219889549,67.281,70.89,67.281,0.869,0.869,0.869,64.555,79.504,None,-1.9805362,-14.860702,13.806507,0.0,100.0,0.0,0.0,5.265,31.522,6.339,42.485
urn:li:member:311018197,73.211,77.35,73.211,0.462,0.462,0.462,86.438,70.59,None,7.123747,-13.3373575,6.709033,100.0,0.0,0.0,0.0,1.037,2.862,65.093,2.317
urn:li:member:1946958,52.498,58.506,52.498,0.902,0.902,0.902,75.953,99.148,None,7.28774,-0.8076955,-10.52171,0.009,99.991,0.0,0.0,1.357,2.517,2.48,4.017
urn:li:member:63924213,70.65,66.365,70.65,32.977,32.977,32.977,0.006,52.196,Dark,0.903704,3.208297,-93.70409,0.0,0.0,0.0,100.0,4.179,1.564,17.716,31.847
urn:li:member:393428273,48.469,50.876,48.469,0.358,0.358,0.358,88.765,77.099,Normal,0.10835583,-14.628067,7.100044,0.0,100.0,0.0,0.0,1.055,1.405,2.78,18.904
urn:li:member:58522127,52.059,51.103,52.059,81.823,81.823,81.823,0.006,4.476,None,-8.231709,7.777688,13.823895,0.001,0.0,0.0,99.999,3.454,5.211,2.794,7.328
urn:li:member:1955155,68.95,78.428,68.95,0.079,0.079,0.079,59.095,78.008,None,12.205113,-0.88081694,12.859871,0.0,100.0,0.0,0.0,16.283,1.559,0.911,59.206
urn:li:member:50708198,71.445,72.2,71.445,0.793,0.793,0.793,90.827,21.006,None,9.839262,6.675364,1.7115891,100.0,0.0,0.0,0.0,42.009,3.582,0.722,60.422
urn:li:member:194003442,47.55,47.55,43.676,1.149,1.149,1.149,84.652,97.218,None,4.1539903,-3.240302,8.264641,0.0,100.0,0.0,0.0,2.884,0.907,23.578,4.64
urn:li:member:141329276,46.551,47.799,46.551,0.251,0.251,0.251,92.6,97.146,None,-8.048581,-4.4426064,0.6869138,0.0,100.0,0.0,0.0,2.319,99.271,0.296,48.555
urn:li:member:29542007,36.269,45.793,36.269,98.833,98.833,98.833,0.006,83.408,None,-4.771455,-0.2848382,1.4556824,44.232,2.058,0.121,53.589,5.883,6.472,9.259,3.953
urn:li:member:36416703,52.133,52.428,52.133,5.123,5.123,5.123,91.494,47.185,None,1.7311192,1.6163214,-3.0165906,73.063,26.077,0.0,0.86,1.161,3.897,5.72,6.479
urn:li:member:51888913,38.901,44.521,38.901,10.931,10.931,10.931,15.22,90.204,Normal,-1.6702398,0.59507275,-19.93855,0.0,100.0,0.0,0.0,8.571,12.396,2.335,9.524
urn:li:member:167242958,47.368,47.368,45.45,97.976,97.976,97.976,0.006,38.544,None,5.398744,8.743745,-3.7346885,92.366,7.633,0.0,0.001,10.503,5.543,4.559,3.005
urn:li:member:53878580,62.106,57.774,62.106,0.358,0.358,0.358,82.753,58.324,None,8.790552,6.540384,-7.9169016,98.957,0.628,0.0,0.415,11.189,15.497,0.327,52.611
urn:li:member:73933495,65.179,66.422,65.179,0.213,0.213,0.213,89.144,98.71,None,2.2884223,-8.988221,6.478623,0.0,100.0,0.0,0.0,0.339,3.108,34.906,2.661
urn:li:member:3185822,57.253,58.194,57.253,99.995,99.995,99.995,0.006,1.78,Normal,-1.3690678,-1.4908967,11.462565,100.0,0.0,0.0,0.0,11.019,99.947,0.227,5.611
urn:li:member:18131785,70.944,72.445,70.944,0.359,0.359,0.359,92.462,63.018,Normal,6.2359004,3.9517708,-1.9367223,100.0,0.0,0.0,0.0,1.201,2.595,62.516,2.113
urn:li:member:25540006,69.638,69.908,69.638,0.355,0.355,0.355,65.334,77.612,Normal,-0.6423562,-6.312702,13.879476,0.0,100.0,0.0,0.0,3.951,3.356,13.801,9.805
urn:li:member:99781032,73.079,73.44,73.079,0.353,0.353,0.353,43.61,88.994,None,5.1427093,-9.8415165,16.504671,4.845,95.096,0.0,0.06,1.093,44.09,4.618,6.767
urn:li:member:127313014,78.015,78.08,78.015,0.444,0.444,0.444,41.05,70.665,Dark,25.62039,-13.479896,0.16772212,0.0,100.0,0.0,0.0,5.325,3.7,5.512,3.775
urn:li:member:54006635,78.089,83.44,78.089,0.092,0.092,0.092,75.785,44.158,None,7.384203,-7.863011,10.687185,98.844,1.154,0.0,0.002,1.993,0.951,16.955,2.821
urn:li:member:40771001,56.676,61.141,56.676,1.018,1.018,1.018,75.549,65.724,Normal,6.82541,4.485339,-10.719936,0.055,99.876,0.0,0.069,4.569,26.069,1.805,23.876
urn:li:member:152741887,58.251,59.169,58.251,0.336,0.336,0.336,93.314,4.74,Normal,1.6905094,-4.0165544,2.5362608,99.725,0.001,0.0,0.274,10.297,3.449,4.225,10.137
urn:li:member:5930602,69.834,75.067,69.834,0.106,0.106,0.106,86.563,90.217,Normal,7.6439567,-5.992928,6.543239,5.91,94.088,0.0,0.003,77.912,1.635,8.08,57.984
urn:li:member:976696,60.035,62.703,60.035,0.153,0.153,0.153,93.347,93.689,Normal,5.3648887,-3.104628,-1.0842131,0.0,100.0,0.0,0.0,10.77,26.231,0.272,49.864
urn:li:member:37155083,56.752,56.752,56.632,0.406,0.406,0.406,66.922,89.721,None,9.279896,-0.088387765,12.176884,1.209,98.788,0.0,0.003,2.816,6.558,36.191,11.984
urn:li:member:85432061,40.391,52.589,40.391,0.251,0.251,0.251,85.872,98.434,None,4.483888,-7.430457,7.824045,0.001,99.999,0.0,0.0,5.803,26.243,5.897,30.981
urn:li:member:9893328,47.952,49.33,47.952,0.778,0.778,0.778,83.584,97.097,None,4.844451,3.489073,-8.638525,0.007,99.993,0.0,0.0,1.864,2.936,21.003,8.482
urn:li:member:16941583,45.004,48.085,45.004,2.119,2.119,2.119,93.012,58.558,Normal,-0.82487345,5.6836295,-2.5332181,0.0,100.0,0.0,0.0,5.126,0.993,1.141,40.213
urn:li:member:31245748,67.594,64.798,67.594,1.169,1.169,1.169,91.891,49.482,None,-4.0281796,0.60485125,3.307981,0.0,100.0,0.0,0.0,87.831,3.845,2.912,96.77
urn:li:member:23222066,51.924,59.943,51.924,0.24,0.24,0.24,34.075,97.998,None,10.7187195,0.23931551,16.979485,37.96,0.251,61.726,0.063,0.398,3.558,56.789,1.375
urn:li:member:287831125,56.214,56.214,51.755,58.946,58.946,58.946,0.006,20.0,None,0.009524698,-17.020855,18.231726,1.202,98.414,0.0,0.384,0.55,1.92,88.386,0.843
urn:li:member:1915321,63.699,68.629,63.699,0.056,0.056,0.056,76.297,88.189,None,8.136205,-7.7774944,10.359292,0.0,100.0,0.0,0.0,32.329,12.031,0.073,7.31
urn:li:member:223667636,45.387,48.945,45.387,39.723,39.723,39.723,35.217,84.23,None,0.9614276,5.8910446,-6.6341925,100.0,0.0,0.0,0.0,1.86,70.349,15.737,1.226
urn:li:member:63857324,71.717,74.995,71.717,63.372,63.372,63.372,0.006,2.542,None,4.494867,2.7479563,3.749877,100.0,0.0,0.0,0.0,8.123,6.888,1.969,94.179
urn:li:member:6957528,57.914,61.353,57.914,0.347,0.347,0.347,75.38,82.148,Normal,-7.7755103,-0.72151446,10.650137,99.995,0.005,0.0,0.0,16.78,3.493,1.226,43.484
urn:li:member:31290249,78.467,78.114,78.467,10.062,10.062,10.062,69.036,23.749,None,4.379763,-4.4777737,11.049967,99.992,0.003,0.0,0.005,17.689,5.915,2.106,56.545
urn:li:member:12057705,41.504,49.06,41.504,2.446,2.446,2.446,93.052,97.796,None,2.5092125,1.6447647,-1.8085214,0.001,1.445,0.0,98.554,0.714,6.214,12.974,0.893
urn:li:member:95127455,54.17,53.504,54.17,0.942,0.942,0.942,86.525,29.254,None,1.6740016,-2.898398,7.937779,99.975,0.0,0.0,0.024,2.181,2.226,7.146,25.778
urn:li:member:232873382,63.631,66.021,63.631,0.076,0.076,0.076,0.189,78.218,Normal,-5.8817024,4.630978,27.277449,0.811,99.17,0.0,0.019,1.721,3.436,0.559,8.204
urn:li:member:16693534,39.843,47.057,39.843,0.211,0.211,0.211,94.543,79.636,Dark,-2.0809264,3.5510051,0.21638893,0.0,100.0,0.0,0.0,9.626,42.371,3.726,0.371
urn:li:member:19462556,53.697,49.564,53.697,4.951,4.951,4.951,90.211,25.96,None,1.1474171,4.233424,-4.516038,72.304,27.696,0.0,0.0,1.849,6.688,2.309,0.613
urn:li:member:1286318,75.08,75.08,66.491,1.01,1.01,1.01,91.33,93.863,None,9.521977,4.46347,-1.1948494,0.0,100.0,0.0,0.0,0.319,4.308,60.766,2.317
urn:li:member:4786920,78.235,79.194,78.235,0.355,0.355,0.355,89.864,11.194,Normal,1.1227738,-5.8634257,6.181089,99.999,0.0,0.0,0.001,6.656,6.518,23.255,5.693
urn:li:member:27025723,61.317,61.317,56.559,0.244,0.244,0.244,90.148,98.235,None,9.760947,5.0442815,2.7549365,0.0,100.0,0.0,0.0,3.029,3.968,9.964,43.716
urn:li:member:37784,52.085,56.533,52.085,1.096,1.096,1.096,91.303,96.978,Normal,-0.5345323,-8.645386,4.9058895,0.0,100.0,0.0,0.0,0.817,12.936,5.619,2.858
urn:li:member:181612999,53.836,54.496,53.836,0.367,0.367,0.367,93.523,79.493,Normal,4.628603,-1.1491696,-1.0494388,0.128,99.871,0.0,0.001,37.124,1.202,2.098,34.039
urn:li:member:186962124,58.861,57.859,58.861,6.816,6.816,6.816,69.976,49.059,Normal,18.444727,-12.588325,4.741101,99.846,0.0,0.01,0.143,3.816,2.77,30.925,10.471
urn:li:member:45833916,85.513,88.877,85.513,0.358,0.358,0.358,80.461,2.231,Normal,1.6768345,-5.6941967,10.412735,100.0,0.0,0.0,0.0,3.113,4.161,73.24,4.105
urn:li:member:5334764,67.226,74.922,67.226,0.24,0.24,0.24,92.123,75.682,Normal,6.4400554,-2.56384,2.3431826,99.969,0.031,0.0,0.0,5.909,2.438,8.949,4.104
urn:li:member:32799318,38.604,38.604,39.478,11.682,11.682,11.682,63.393,97.737,None,4.77593,15.610659,-11.837859,0.0,100.0,0.0,0.0,0.839,3.068,35.915,3.349
urn:li:member:206627681,83.674,89.278,83.674,0.526,0.526,0.526,89.289,6.572,None,3.944491,-0.12760298,-5.885219,100.0,0.0,0.0,0.0,4.26,5.471,20.308,0.519
urn:li:member:56035920,41.879,50.09,41.879,2.544,2.544,2.544,90.993,99.557,None,6.928421,4.351492,-2.5778344,0.0,100.0,0.0,0.0,2.919,4.392,6.877,23.494
urn:li:member:59631899,77.118,77.118,71.13,14.897,14.897,14.897,88.584,99.131,None,4.702237,4.0010724,-0.13547936,0.0,100.0,0.0,0.0,0.441,1.646,26.901,15.984
urn:li:member:1214444,72.56,72.56,69.705,0.332,0.332,0.332,88.865,96.791,None,11.383632,5.290068,-2.8722045,0.0,100.0,0.0,0.0,0.231,3.18,57.256,3.73
urn:li:member:4491408,51.59,47.903,51.59,10.7,10.7,10.7,2.799,24.363,None,-9.8503475,-1.1786426,23.401201,99.589,0.411,0.0,0.0,69.754,2.416,1.429,24.062
urn:li:member:4874361,24.863,33.765,24.863,18.135,18.135,18.135,76.234,2.321,Normal,-11.822958,4.728165,3.257547,98.507,0.521,0.0,0.971,7.265,12.121,4.421,7.767
urn:li:member:15939625,65.701,69.389,65.701,8.56,8.56,8.56,88.19,68.078,None,7.3940415,-2.0854883,2.6622183,99.979,0.019,0.0,0.003,1.486,2.622,12.672,8.717
urn:li:member:48085361,45.195,51.571,45.195,0.765,0.765,0.765,93.852,38.588,Normal,3.405008,3.6298075,0.8275372,29.046,10.602,53.381,6.972,0.858,5.884,18.449,0.406
urn:li:member:34854490,41.393,41.393,49.342,0.438,0.438,0.438,74.248,84.201,Normal,-7.6236596,-11.080561,10.962612,0.603,99.388,0.0,0.008,10.398,39.74,2.159,93.063
urn:li:member:377009408,91.446,92.331,91.446,29.858,29.858,29.858,52.815,0.446,None,5.1938887,-1.0464354,8.212968,99.941,0.027,0.0,0.032,2.033,1.716,82.865,13.679
urn:li:member:39163970,44.307,44.307,40.052,99.983,99.983,99.983,0.006,40.186,None,9.863335,12.955032,-20.404358,95.505,0.226,0.031,4.237,34.629,6.302,0.528,5.976
urn:li:member:13516657,48.511,56.123,48.511,7.853,7.853,7.853,73.305,97.563,None,7.170408,-7.598472,9.86678,23.976,4.292,0.096,71.637,1.091,5.804,2.896,1.614
urn:li:member:101853242,64.227,67.454,64.227,0.364,0.364,0.364,90.538,14.651,None,-2.8046575,-1.269807,-5.2676682,100.0,0.0,0.0,0.0,1.982,24.536,8.854,23.315
urn:li:member:57735884,47.498,47.498,46.852,0.353,0.353,0.353,87.152,64.649,None,10.51017,-0.7835655,4.8007135,0.083,99.915,0.0,0.002,94.086,4.909,0.873,79.074
urn:li:member:76382167,52.568,52.568,49.2,0.58,0.58,0.58,88.073,94.345,None,6.669957,-9.698895,-5.846414,0.0,0.004,1.005,98.991,18.125,3.547,7.174,21.384
urn:li:member:15837927,70.648,74.668,70.648,3.38,3.38,3.38,89.125,90.473,None,7.53533,-11.847107,3.8233166,3.387,71.849,0.097,24.667,3.15,4.312,15.321,1.487
urn:li:member:22888904,78.787,81.027,78.787,5.843,5.843,5.843,19.296,6.204,None,-5.251335,0.6713568,-19.386204,0.001,0.005,0.0,99.994,0.561,16.728,66.615,0.769
urn:li:member:23605865,52.203,53.106,52.203,0.791,0.791,0.791,79.784,22.294,None,2.4445288,-6.6497693,10.425222,99.991,0.0,0.0,0.009,3.694,1.824,3.756,14.846
urn:li:member:138295395,61.042,61.042,61.049,0.018,0.018,0.018,47.08,89.785,None,1.3885092,0.4673651,-16.455034,34.748,0.017,0.0,65.234,16.26,7.631,72.859,2.74
urn:li:member:122846070,75.837,79.013,75.837,9.404,9.404,9.404,83.086,7.387,None,-2.3126533,-3.5867307,-7.2525516,0.69,99.304,0.0,0.006,1.237,7.508,17.269,0.8
urn:li:member:31908591,49.313,56.326,49.313,0.843,0.843,0.843,93.217,22.943,Normal,5.164812,-0.1070273,-1.10292,100.0,0.0,0.0,0.0,34.667,47.233,0.354,19.742
urn:li:member:42198526,62.181,65.357,62.181,0.501,0.501,0.501,82.499,98.822,None,3.4704177,-5.8691564,-9.404563,0.0,100.0,0.0,0.0,0.346,6.515,10.378,0.958
urn:li:member:6816998,48.506,42.187,48.506,0.445,0.445,0.445,93.236,62.266,None,3.200268,-0.7829343,2.1012282,100.0,0.0,0.0,0.0,0.179,3.047,9.274,13.074
urn:li:member:6240050,65.511,71.703,65.511,0.52,0.52,0.52,78.403,19.94,None,8.242138,1.991419,-9.62574,99.471,0.528,0.0,0.001,3.268,2.601,8.285,5.334
urn:li:member:28683998,42.457,44.182,42.457,0.746,0.746,0.746,69.563,60.851,Normal,5.287826,1.149676,-12.445843,0.01,99.989,0.0,0.001,2.42,9.775,1.781,91.041
urn:li:member:4257415,49.666,50.847,49.666,93.683,93.683,93.683,0.006,97.761,None,-3.3513322,10.631947,-7.59938,0.001,99.999,0.0,0.0,0.476,9.996,1.685,7.016
urn:li:member:235254962,62.545,64.659,62.545,1.194,1.194,1.194,84.538,97.075,None,10.463375,3.6624913,-6.1661606,0.0,100.0,0.0,0.0,3.267,25.795,6.624,9.524
urn:li:member:30746079,50.167,50.302,50.167,3.072,3.072,3.072,85.898,97.162,None,3.8382623,13.231186,-7.289754,12.3,87.699,0.0,0.0,0.994,5.338,21.649,6.686
urn:li:member:64347059,58.614,65.021,58.614,0.119,0.119,0.119,91.435,2.252,None,-3.0082211,-2.2614036,4.46983,100.0,0.0,0.0,0.0,91.306,1.357,1.362,47.683
urn:li:member:19277321,66.401,68.769,66.401,0.349,0.349,0.349,94.232,94.618,Normal,2.4712605,-4.390516,-0.6654696,0.0,100.0,0.0,0.0,77.981,15.376,1.196,40.973
urn:li:member:180734963,62.909,62.909,55.391,0.36,0.36,0.36,93.293,97.879,None,6.7071137,5.0247083,0.3056467,0.0,100.0,0.0,0.0,23.687,2.351,7.393,14.254
urn:li:member:13673086,50.839,58.883,50.839,24.585,24.585,24.585,79.667,7.129,Normal,0.7495415,-0.3918394,-2.4752784,99.998,0.0,0.0,0.002,11.295,6.993,2.427,15.324
urn:li:member:9757884,49.515,46.645,49.515,1.781,1.781,1.781,67.667,31.974,None,-1.6580753,13.152936,-13.169368,99.902,0.0,0.0,0.098,1.228,94.871,1.072,10.905
urn:li:member:221277243,65.511,68.135,65.511,1.687,1.687,1.687,90.362,83.844,None,-1.5489767,-1.3692373,5.3328896,99.757,0.005,0.0,0.237,3.464,1.646,1.041,16.885
urn:li:member:22752143,46.881,46.881,47.7,0.426,0.426,0.426,90.013,90.657,None,6.016254,-3.7609777,4.677176,0.0,100.0,0.0,0.0,5.903,9.058,21.419,3.586
urn:li:member:11463004,58.561,65.281,58.561,0.359,0.359,0.359,87.659,67.205,Normal,9.991002,-3.0157316,4.726906,99.965,0.034,0.0,0.001,81.023,6.834,0.967,53.196
urn:li:member:138207616,52.503,50.874,52.503,2.124,2.124,2.124,38.282,43.507,None,-3.2509995,-8.978209,17.20738,0.002,99.998,0.0,0.0,3.872,17.306,4.093,9.712
urn:li:member:1644229,64.865,67.954,64.865,0.377,0.377,0.377,85.914,32.934,Normal,13.730908,4.140196,-3.4334838,99.983,0.0,0.0,0.017,88.182,67.498,0.576,97.29
urn:li:member:12792325,59.43,59.43,56.515,0.756,0.756,0.756,85.331,64.701,None,4.9981623,-2.9490285,7.840015,99.96,0.039,0.0,0.001,1.031,3.293,39.729,2.4
urn:li:member:5957036,78.457,78.457,70.874,0.424,0.424,0.424,93.473,62.833,None,2.4950244,-4.917054,1.9956276,95.67,4.33,0.0,0.0,94.896,6.578,1.845,84.565
urn:li:member:70508989,63.036,76.847,63.036,16.967,16.967,16.967,0.287,6.92,None,2.3788745,-16.505785,26.699064,100.0,0.0,0.0,0.0,2.947,39.328,3.291,15.33
urn:li:member:55498166,42.597,42.597,33.204,0.535,0.535,0.535,57.448,20.861,None,-2.117905,-2.435455,14.937695,0.002,99.998,0.0,0.0,3.704,7.078,14.271,20.738
urn:li:member:5468536,40.022,48.912,40.022,0.346,0.346,0.346,93.997,54.418,None,4.845263,-0.5999698,0.016277194,0.0,100.0,0.0,0.0,0.332,7.934,1.479,2.719
urn:li:member:117857168,79.21,84.609,79.21,3.358,3.358,3.358,41.435,53.268,None,5.8961,-3.6975563,-16.385807,99.915,0.014,0.0,0.072,5.302,5.569,17.362,22.268
urn:li:member:16434510,50.216,63.034,50.216,0.381,0.381,0.381,91.227,53.086,None,-0.95191497,-4.8883853,5.1012726,99.928,0.0,0.024,0.048,3.722,4.259,13.396,1.262
urn:li:member:1300935,84.46,87.104,84.46,2.731,2.731,2.731,85.44,99.43,None,1.4075354,6.5785613,-8.09369,0.0,100.0,0.0,0.0,1.566,3.404,4.135,12.89
urn:li:member:3368,46.975,52.372,46.975,0.909,0.909,0.909,81.456,87.533,None,1.9709526,1.8500975,-9.947187,0.001,99.999,0.0,0.0,54.376,29.016,2.662,6.211
urn:li:member:24968175,50.749,54.528,50.749,0.431,0.431,0.431,72.478,85.507,None,5.0031996,1.774524,11.930067,0.02,99.967,0.0,0.013,3.302,6.979,12.365,10.824
urn:li:member:54717591,53.337,50.847,53.337,4.746,4.746,4.746,87.498,45.452,Dark,-2.9790492,-11.484288,6.1406345,99.997,0.001,0.0,0.001,18.109,9.189,1.176,5.13
urn:li:member:460350,56.755,66.021,56.755,0.957,0.957,0.957,83.403,98.744,None,13.760701,-11.288012,4.8511586,0.0,100.0,0.0,0.0,9.297,1.758,2.985,51.725
urn:li:member:8866420,86.215,86.376,86.215,1.57,1.57,1.57,89.834,35.763,None,8.221231,6.0468946,-3.4811277,0.003,1.203,0.0,98.794,1.688,4.818,48.338,2.702
urn:li:member:657518,53.094,52.063,53.094,0.317,0.317,0.317,81.816,76.638,Normal,-3.4362159,-1.1105031,9.688862,100.0,0.0,0.0,0.0,1.491,1.043,2.224,32.517
urn:li:member:1790634,43.577,59.524,43.577,0.102,0.102,0.102,86.438,90.952,None,0.2052634,-2.3471727,8.404682,0.0,100.0,0.0,0.0,1.493,0.428,1.016,94.487
urn:li:member:32365186,53.624,59.264,53.624,4.192,4.192,4.192,27.481,30.678,None,-7.2903533,3.9394302,-18.056263,100.0,0.0,0.0,0.0,66.269,7.773,1.636,97.164
urn:li:member:6656405,55.268,52.899,55.268,0.469,0.469,0.469,51.33,88.04,None,-2.5163467,-8.444347,15.756051,0.0,100.0,0.0,0.0,4.278,0.967,3.731,8.361
urn:li:member:193715,59.741,64.197,59.741,0.892,0.892,0.892,74.446,13.08,Normal,-0.8912697,7.4681177,-12.010025,71.777,0.0,0.057,28.166,26.881,35.376,3.172,7.782
urn:li:member:4812403,43.597,56.741,43.597,0.041,0.041,0.041,62.354,99.888,Normal,11.117007,-4.942722,12.604878,0.0,100.0,0.0,0.0,10.873,1.829,22.977,12.314
urn:li:member:79510640,61.773,61.773,58.725,0.202,0.202,0.202,84.712,95.414,None,-0.29799262,5.6912494,9.132488,0.001,99.999,0.0,0.0,7.267,2.364,20.151,16.695
urn:li:member:23026681,73.185,73.604,73.185,0.361,0.361,0.361,94.165,25.52,Dark,-1.7921776,4.278717,1.0557824,100.0,0.0,0.0,0.0,4.375,3.334,28.745,1.818
urn:li:member:270583,30.092,37.193,30.092,2.893,2.893,2.893,91.606,61.389,Normal,6.2427416,-4.041939,2.041138,35.574,64.147,0.004,0.274,0.636,9.371,6.658,2.295
urn:li:member:68587734,77.377,80.572,77.377,0.353,0.353,0.353,91.256,14.176,None,-5.336513,-1.3235618,3.7946439,95.781,3.626,0.0,0.594,4.072,1.205,28.788,5.75
urn:li:member:4820857,56.551,56.954,56.551,0.236,0.236,0.236,93.599,17.66,None,3.5743597,-2.9771445,-1.4512281,100.0,0.0,0.0,0.0,2.52,4.96,53.565,0.684
urn:li:member:1208647,45.371,46.921,45.371,0.854,0.854,0.854,93.405,95.706,None,6.08713,-3.4745457,0.23681717,0.0,99.999,0.0,0.001,2.423,99.913,2.723,0.218
urn:li:member:108992506,75.712,75.712,70.875,0.214,0.214,0.214,63.368,97.913,None,11.907151,-16.740036,-12.143379,0.099,0.15,0.0,99.751,2.738,7.333,78.452,1.061
urn:li:member:39467883,49.444,45.937,49.444,2.726,2.726,2.726,91.296,48.746,Normal,-0.54797924,1.0822532,4.393767,100.0,0.0,0.0,0.0,16.317,7.259,0.203,30.2
