m_urn,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise
urn:li:member:132389590,0.002,0.001,0.111,99.885,0.001,0.001,0.001
urn:li:member:4294716,0.556,0.03,0.002,99.405,0.002,0.004,0.002
urn:li:member:5270581,0.0,0.0,0.005,0.004,99.977,0.0,0.013
urn:li:member:16169275,0.006,0.056,0.006,25.941,73.872,0.006,0.114
urn:li:member:21218486,0.005,0.005,0.005,99.391,0.008,0.041,0.546
urn:li:member:117345883,0.009,0.009,0.009,1.439,98.335,0.189,0.011
urn:li:member:8953413,0.041,0.001,0.001,96.04,3.909,0.006,0.001
urn:li:member:17046224,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:10390162,0.001,0.013,0.007,99.833,0.116,0.001,0.028
urn:li:member:5843549,0.015,0.015,0.041,91.03,0.599,0.015,8.286
urn:li:member:975079,0.001,0.001,0.001,57.376,42.576,0.001,0.046
urn:li:member:48242737,0.0,0.002,0.0,0.535,99.462,0.0,0.0
urn:li:member:45198418,0.004,0.001,0.001,0.015,99.965,0.014,0.001
urn:li:member:196335035,11.456,55.966,0.299,31.489,0.421,0.094,0.274
urn:li:member:12374240,0.001,0.001,0.093,99.597,0.306,0.001,0.001
urn:li:member:43546496,0.017,0.001,0.001,80.509,19.471,0.001,0.001
urn:li:member:194281642,0.322,0.127,0.442,74.604,19.861,0.156,4.486
urn:li:member:904370,0.011,0.0,0.0,99.983,0.004,0.0,0.001
urn:li:member:197700687,0.011,0.254,3.874,94.581,0.011,0.013,1.256
urn:li:member:29572952,0.0,0.0,0.014,99.945,0.0,0.041,0.0
urn:li:member:52474200,63.646,7.806,0.476,0.136,2.888,22.481,2.567
urn:li:member:104685366,0.185,0.002,0.002,0.017,99.226,0.002,0.567
urn:li:member:42897106,4.882,0.986,0.099,36.562,56.184,1.189,0.099
urn:li:member:96523978,0.0,0.013,0.0,99.609,0.377,0.0,0.0
urn:li:member:15984321,0.032,0.032,0.249,99.061,0.032,0.178,0.417
urn:li:member:12974895,0.001,0.001,0.001,69.252,30.38,0.365,0.001
urn:li:member:18070659,0.001,0.191,0.02,99.787,0.0,0.0,0.0
urn:li:member:58393796,0.018,0.623,0.02,66.454,32.84,0.027,0.018
urn:li:member:10653619,0.0,0.016,0.0,99.981,0.001,0.0,0.001
urn:li:member:332921972,0.0,0.003,0.0,99.995,0.0,0.001,0.0
urn:li:member:163155566,0.001,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:110162936,12.357,0.051,0.051,9.933,75.784,0.215,1.61
urn:li:member:19203374,0.592,0.26,0.001,99.14,0.001,0.005,0.001
urn:li:member:135472876,0.05,7.392,0.05,1.705,87.941,2.656,0.205
urn:li:member:558897615,0.0,0.0,0.0,99.998,0.001,0.001,0.0
urn:li:member:68362288,0.0,0.0,0.0,99.977,0.023,0.0,0.0
urn:li:member:520005,7.71,0.005,0.005,91.977,0.025,0.272,0.005
urn:li:member:13151492,0.192,0.014,0.028,98.561,0.17,1.022,0.013
urn:li:member:44312909,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:6511007,0.0,0.0,0.0,99.997,0.002,0.0,0.0
urn:li:member:283097279,0.002,0.006,0.002,2.976,97.006,0.005,0.002
urn:li:member:136536,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:170200693,0.011,0.026,0.002,99.955,0.002,0.002,0.003
urn:li:member:247624852,0.014,0.002,0.002,99.881,0.096,0.003,0.001
urn:li:member:137504403,0.0,0.001,0.0,99.998,0.001,0.0,0.0
urn:li:member:1531834,0.004,0.215,0.004,99.281,0.48,0.01,0.005
urn:li:member:5011526,0.779,0.018,0.005,41.319,57.869,0.005,0.005
urn:li:member:19801870,0.406,4.286,3.996,87.483,0.105,3.618,0.105
urn:li:member:203625790,0.001,0.007,0.001,99.13,0.861,0.001,0.001
urn:li:member:12868120,0.001,0.003,0.0,99.996,0.0,0.0,0.0
urn:li:member:69269874,0.058,67.874,0.058,21.828,7.037,0.122,3.024
urn:li:member:127468975,0.004,0.003,0.003,5.455,94.513,0.019,0.003
urn:li:member:3735038,40.771,1.879,0.194,41.028,5.703,10.231,0.194
urn:li:member:288456442,0.033,0.033,0.123,85.865,12.697,1.216,0.033
urn:li:member:139754743,0.007,76.571,0.175,22.529,0.007,0.007,0.703
urn:li:member:71898688,0.0,0.014,0.0,99.943,0.001,0.0,0.04
urn:li:member:52774251,0.0,0.0,0.0,0.323,99.674,0.0,0.002
urn:li:member:251258525,0.0,0.0,0.002,99.995,0.0,0.002,0.0
urn:li:member:35206886,0.0,0.0,0.0,94.632,5.368,0.0,0.0
urn:li:member:46194935,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:26235708,0.0,0.0,0.0,99.992,0.0,0.005,0.001
urn:li:member:42262731,0.032,48.201,0.059,51.703,0.002,0.002,0.002
urn:li:member:3259604,0.22,0.111,0.009,98.965,0.571,0.007,0.117
urn:li:member:7815781,0.0,0.0,0.0,99.998,0.0,0.001,0.0
urn:li:member:33570111,0.0,0.002,0.0,99.77,0.224,0.003,0.0
urn:li:member:81487385,0.0,0.0,0.001,99.287,0.0,0.711,0.0
urn:li:member:62497933,0.006,0.307,0.006,98.803,0.522,0.199,0.156
urn:li:member:19738404,26.506,0.1,0.077,72.548,0.077,0.102,0.592
urn:li:member:155620864,0.464,0.035,0.035,0.116,97.79,0.931,0.629
urn:li:member:14504765,0.0,0.0,0.0,99.995,0.002,0.002,0.001
urn:li:member:190274,0.057,0.851,0.01,0.01,91.808,7.238,0.025
urn:li:member:6119772,0.011,0.066,0.007,94.678,5.199,0.032,0.007
urn:li:member:138075523,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:133613758,0.0,0.0,0.0,99.94,0.0,0.056,0.004
urn:li:member:71379226,0.073,0.013,0.444,0.003,95.47,0.003,3.993
urn:li:member:602582,0.001,0.001,0.002,99.917,0.074,0.002,0.002
urn:li:member:14212115,1.117,0.22,2.3,9.735,61.322,22.935,2.371
urn:li:member:93002032,0.001,0.001,0.001,99.904,0.001,0.032,0.062
urn:li:member:176557087,0.003,0.044,0.003,0.498,99.433,0.003,0.017
urn:li:member:7838496,0.004,0.002,0.002,98.074,1.891,0.005,0.022
urn:li:member:12855030,0.001,0.001,0.001,70.285,29.684,0.025,0.001
urn:li:member:4852164,0.001,0.0,0.0,99.997,0.0,0.0,0.001
urn:li:member:11535519,7.831,0.255,0.794,0.217,57.227,22.718,10.957
urn:li:member:31772506,0.001,0.238,0.003,99.75,0.001,0.007,0.001
urn:li:member:119617080,0.001,0.032,14.748,85.214,0.001,0.001,0.001
urn:li:member:223599312,0.122,0.135,0.122,20.095,48.818,2.825,27.883
urn:li:member:34039616,0.199,0.344,0.006,0.166,99.163,0.115,0.006
urn:li:member:17448796,6.896,5.256,0.06,0.718,84.518,0.06,2.492
urn:li:member:4712321,0.0,0.0,0.0,99.815,0.184,0.0,0.0
urn:li:member:819899,0.0,0.0,0.0,99.954,0.011,0.033,0.003
urn:li:member:119772617,1.529,0.091,0.091,52.327,45.061,0.808,0.091
urn:li:member:4911127,5.159,0.775,1.996,34.301,36.657,0.775,20.338
urn:li:member:11754916,0.001,0.016,0.003,99.968,0.009,0.001,0.003
urn:li:member:87569825,0.496,0.138,20.65,18.142,58.091,0.138,2.344
urn:li:member:8147152,0.0,0.0,0.0,99.987,0.006,0.005,0.0
urn:li:member:46281535,0.05,0.001,0.001,99.875,0.029,0.009,0.034
urn:li:member:29805919,1.076,0.292,1.977,68.166,27.802,0.394,0.292
urn:li:member:15778328,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:101100783,0.012,0.006,0.011,91.418,0.008,0.006,8.54
urn:li:member:7726908,0.0,0.001,0.0,99.835,0.157,0.001,0.005
urn:li:member:4447069,0.063,0.002,0.001,99.925,0.004,0.001,0.003
urn:li:member:14291024,1.346,0.222,1.97,83.991,11.48,0.222,0.768
urn:li:member:1652974,0.011,0.007,0.01,99.883,0.07,0.015,0.005
urn:li:member:25318031,0.038,2.18,0.321,25.638,71.747,0.038,0.038
urn:li:member:193195287,0.005,0.005,1.111,0.686,98.161,0.006,0.025
urn:li:member:1032322,0.789,0.018,0.018,82.692,16.121,0.082,0.28
urn:li:member:41925856,0.03,0.002,0.003,99.811,0.148,0.002,0.005
urn:li:member:2604933,1.608,50.581,0.006,47.793,0.004,0.004,0.004
urn:li:member:36640963,0.013,0.013,2.261,80.475,9.143,0.013,8.08
urn:li:member:41105491,0.0,0.0,0.0,99.989,0.01,0.001,0.0
urn:li:member:56345686,0.0,0.0,0.0,0.004,99.996,0.0,0.0
urn:li:member:4844308,0.0,0.034,0.0,99.962,0.002,0.0,0.001
urn:li:member:11864583,0.001,0.001,0.001,99.324,0.653,0.001,0.017
urn:li:member:12485770,0.002,0.0,0.001,99.993,0.0,0.004,0.0
urn:li:member:27242919,0.016,0.176,58.86,37.993,0.016,2.922,0.016
urn:li:member:25902785,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:115576777,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:20039888,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:152111951,0.001,0.008,0.003,99.891,0.046,0.001,0.05
urn:li:member:42497484,0.033,0.006,0.001,99.831,0.001,0.127,0.001
urn:li:member:102494779,0.003,0.023,0.004,0.318,99.596,0.054,0.002
urn:li:member:48570412,0.221,3.353,9.812,2.783,4.538,78.025,1.268
urn:li:member:12064961,0.28,0.122,0.013,9.981,89.577,0.015,0.013
urn:li:member:64783352,0.0,0.003,0.0,99.996,0.0,0.0,0.0
urn:li:member:243726049,0.005,0.001,0.021,0.005,99.906,0.061,0.002
urn:li:member:64549906,0.023,0.068,0.008,91.548,8.337,0.008,0.008
urn:li:member:232180884,0.015,0.565,0.006,50.206,49.195,0.006,0.006
urn:li:member:6995061,0.002,0.002,0.008,66.885,33.1,0.002,0.002
urn:li:member:193335065,0.002,0.001,0.001,99.555,0.001,0.436,0.002
urn:li:member:77369962,0.013,0.017,0.084,99.476,0.355,0.031,0.025
urn:li:member:3851404,0.0,0.0,0.011,99.978,0.0,0.011,0.0
urn:li:member:198226976,0.105,98.034,0.11,1.612,0.025,0.037,0.078
urn:li:member:19845157,0.2,93.593,0.041,5.846,0.168,0.041,0.11
urn:li:member:20101981,0.004,0.004,0.004,0.203,90.306,0.004,9.474
urn:li:member:27766536,0.0,0.005,0.0,99.993,0.001,0.001,0.0
urn:li:member:17509224,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:142970981,0.799,0.089,1.317,96.073,0.089,1.454,0.179
urn:li:member:194246427,2.594,0.699,0.014,96.246,0.415,0.014,0.019
urn:li:member:5770686,0.001,0.0,0.0,99.994,0.0,0.004,0.001
urn:li:member:21682713,0.0,0.0,0.0,0.043,99.956,0.001,0.0
urn:li:member:12486894,0.025,0.033,0.025,99.429,0.144,0.135,0.21
urn:li:member:288002870,1.142,0.003,0.832,0.016,97.992,0.012,0.003
urn:li:member:1118410,0.011,0.001,0.004,99.978,0.004,0.001,0.001
urn:li:member:450434058,5.537,0.009,0.004,75.692,18.738,0.015,0.004
urn:li:member:94043026,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:20390993,2.349,0.042,0.348,48.682,45.115,3.423,0.042
urn:li:member:3409587,0.001,55.629,0.001,44.352,0.014,0.001,0.001
urn:li:member:13145938,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:3292903,0.004,3.576,0.004,96.406,0.006,0.002,0.002
urn:li:member:17789305,0.0,0.0,0.005,99.995,0.0,0.0,0.0
urn:li:member:4891883,0.005,0.0,0.0,99.987,0.002,0.004,0.001
urn:li:member:1927773,0.062,0.014,0.014,45.527,54.288,0.014,0.08
urn:li:member:257613487,0.0,0.001,0.017,99.979,0.0,0.001,0.001
urn:li:member:117392936,0.052,0.01,0.005,0.352,99.14,0.36,0.082
urn:li:member:1931138,0.0,0.002,0.0,99.998,0.0,0.0,0.0
urn:li:member:19452252,0.001,0.001,0.001,99.848,0.108,0.021,0.021
urn:li:member:346197,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:73731388,0.002,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:98640988,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:105586565,0.039,0.03,34.088,64.053,0.03,1.729,0.031
urn:li:member:7512980,0.025,0.147,0.011,90.867,8.926,0.011,0.011
urn:li:member:27391272,56.935,0.048,2.779,0.048,32.249,0.13,7.811
urn:li:member:5557537,0.077,0.383,73.388,18.554,0.077,1.419,6.102
urn:li:member:86506689,0.003,0.003,0.003,25.17,74.633,0.092,0.096
urn:li:member:18290033,0.354,22.332,0.091,2.601,74.295,0.277,0.049
urn:li:member:74704491,0.004,0.001,0.002,99.987,0.005,0.0,0.002
urn:li:member:18203859,0.031,0.19,0.497,98.667,0.12,0.031,0.463
urn:li:member:5630844,0.014,0.013,0.013,94.212,5.663,0.013,0.072
urn:li:member:56732313,0.005,0.0,0.0,99.994,0.0,0.0,0.0
urn:li:member:101480574,0.042,0.142,0.169,51.778,47.535,0.141,0.193
urn:li:member:231019740,0.001,1.864,0.001,0.881,97.25,0.001,0.001
urn:li:member:4138542,0.001,0.362,0.001,99.632,0.001,0.001,0.002
urn:li:member:3532212,0.146,0.005,0.005,89.103,7.172,0.005,3.566
urn:li:member:60665708,0.161,0.026,0.026,56.427,42.956,0.041,0.362
urn:li:member:136770989,0.181,0.482,0.336,98.425,0.367,0.029,0.179
urn:li:member:136745994,5.606,0.246,0.137,5.925,87.816,0.135,0.135
urn:li:member:277529002,0.002,0.696,0.002,83.474,15.824,0.002,0.002
urn:li:member:1226409,0.0,0.0,0.0,99.924,0.076,0.0,0.0
urn:li:member:11691244,0.58,0.562,0.007,98.711,0.132,0.004,0.004
urn:li:member:216269906,0.001,0.0,0.0,0.013,99.986,0.0,0.0
urn:li:member:573236879,0.001,0.267,0.001,99.345,0.203,0.18,0.003
urn:li:member:1116382,0.556,0.003,0.002,3.512,95.922,0.002,0.002
urn:li:member:191838099,0.002,0.072,0.002,99.752,0.007,0.154,0.01
urn:li:member:6012866,0.0,0.007,0.003,99.99,0.0,0.0,0.0
urn:li:member:107472587,0.0,0.002,0.0,0.509,99.466,0.02,0.001
urn:li:member:604188614,0.0,0.0,0.002,99.998,0.0,0.0,0.0
urn:li:member:7346196,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:73850487,0.0,0.003,0.0,99.974,0.017,0.0,0.006
urn:li:member:55738840,1.195,5.027,0.017,75.836,17.745,0.162,0.017
urn:li:member:161519913,0.0,0.022,0.0,99.978,0.0,0.0,0.0
urn:li:member:2972935,0.064,12.377,82.648,3.534,0.658,0.667,0.052
urn:li:member:10720512,0.0,0.0,0.0,99.993,0.007,0.0,0.0
urn:li:member:15051959,0.0,0.0,0.001,99.673,0.004,0.0,0.32
urn:li:member:26199460,0.026,0.346,0.391,0.029,1.199,0.026,97.983
urn:li:member:162331129,0.014,0.079,0.014,83.579,16.192,0.109,0.014
urn:li:member:99438,0.003,0.0,0.0,99.997,0.0,0.0,0.0
urn:li:member:38474537,0.001,0.009,0.001,99.716,0.252,0.021,0.001
urn:li:member:4246337,0.035,0.004,0.004,0.306,98.284,0.004,1.361
urn:li:member:11405887,0.087,0.087,1.534,16.834,58.955,1.029,21.474
urn:li:member:5781730,0.005,0.067,0.005,2.052,97.796,0.069,0.005
urn:li:member:22265385,2.155,50.722,0.154,0.154,44.084,2.323,0.408
urn:li:member:18355555,0.012,0.001,0.001,99.979,0.004,0.001,0.002
urn:li:member:8837926,0.002,0.002,0.002,99.431,0.554,0.002,0.008
urn:li:member:259311670,0.777,0.054,2.555,93.338,0.016,0.016,3.244
urn:li:member:56129735,0.0,0.003,0.0,99.997,0.0,0.0,0.0
urn:li:member:147110666,0.007,0.0,0.0,99.968,0.0,0.022,0.003
urn:li:member:3540142,83.401,1.044,0.791,14.614,0.04,0.068,0.04
urn:li:member:5677305,0.197,0.073,4.251,66.737,0.073,22.821,5.848
urn:li:member:82839854,0.004,0.0,0.002,99.992,0.0,0.002,0.0
urn:li:member:7933959,0.019,20.931,0.019,6.082,72.838,0.093,0.019
urn:li:member:66797151,0.016,0.003,0.0,99.855,0.119,0.0,0.006
urn:li:member:47900738,0.002,0.193,0.02,99.722,0.004,0.002,0.057
urn:li:member:15056645,0.025,0.134,0.03,99.739,0.021,0.043,0.009
urn:li:member:308587345,0.003,0.004,0.003,99.91,0.05,0.028,0.003
urn:li:member:3268306,0.006,0.01,0.114,0.112,0.185,99.557,0.016
urn:li:member:23450158,0.225,0.005,0.005,99.596,0.136,0.028,0.005
urn:li:member:188913658,0.04,0.264,0.005,99.588,0.003,0.098,0.003
urn:li:member:3996492,0.015,0.001,0.001,99.559,0.421,0.001,0.004
urn:li:member:4029777,0.006,0.007,0.003,0.587,99.374,0.003,0.02
urn:li:member:157271201,0.0,0.009,0.0,99.99,0.0,0.0,0.0
urn:li:member:12696268,10.015,82.893,0.026,0.661,6.339,0.026,0.041
urn:li:member:489740,0.001,0.001,0.053,99.922,0.005,0.003,0.016
urn:li:member:111397528,0.001,0.001,0.034,99.932,0.001,0.001,0.031
urn:li:member:202031776,0.03,1.594,0.047,9.271,88.741,0.287,0.03
urn:li:member:7336773,0.0,0.0,0.0,99.992,0.0,0.0,0.008
urn:li:member:71386118,0.011,0.011,0.011,0.296,99.356,0.082,0.233
urn:li:member:220006408,0.006,0.201,0.05,8.237,91.48,0.006,0.02
urn:li:member:3678046,0.01,0.035,0.002,0.184,99.754,0.013,0.002
urn:li:member:15884437,0.0,0.027,0.0,99.972,0.0,0.0,0.0
urn:li:member:7315928,0.001,0.001,0.001,99.867,0.122,0.007,0.001
urn:li:member:232594416,0.001,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:14234562,0.005,0.001,0.0,99.946,0.048,0.0,0.0
urn:li:member:18143847,0.043,13.388,0.276,50.216,35.592,0.441,0.043
urn:li:member:1268509,0.0,0.0,0.002,99.895,0.0,0.0,0.103
urn:li:member:6622911,0.001,0.001,0.007,99.976,0.001,0.011,0.003
urn:li:member:107260936,2.341,1.341,0.019,73.852,22.377,0.051,0.019
urn:li:member:41381873,0.008,0.772,12.419,86.768,0.008,0.016,0.008
urn:li:member:144748407,0.0,0.029,0.005,3.925,96.039,0.001,0.0
urn:li:member:442171020,0.0,0.0,0.001,99.998,0.0,0.0,0.0
urn:li:member:74621586,0.0,0.001,0.0,99.996,0.0,0.004,0.0
urn:li:member:52076097,0.013,0.013,0.027,97.603,0.552,1.781,0.013
urn:li:member:22599853,0.001,0.001,0.001,93.481,0.733,0.001,5.783
urn:li:member:8587032,0.105,0.437,0.105,13.319,84.015,0.548,1.472
urn:li:member:227672821,0.022,0.047,0.013,99.765,0.145,0.004,0.004
urn:li:member:55924919,0.005,0.025,0.0,0.0,99.96,0.0,0.008
urn:li:member:21809047,0.0,0.0,0.0,0.76,99.236,0.0,0.003
urn:li:member:84272766,0.026,0.002,0.002,95.344,4.573,0.002,0.051
urn:li:member:855156,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:12244671,0.222,4.314,4.926,90.385,0.051,0.051,0.051
urn:li:member:4389810,0.055,0.263,33.74,0.082,0.787,0.194,64.879
urn:li:member:10613765,0.101,0.105,0.496,1.473,17.682,80.042,0.101
urn:li:member:159836769,6.02,0.08,79.707,10.72,0.08,3.313,0.08
urn:li:member:56431204,0.739,19.894,5.289,15.327,47.939,9.636,1.177
urn:li:member:11695740,0.001,0.004,0.024,99.892,0.001,0.001,0.077
urn:li:member:8152123,2.225,9.392,0.051,6.971,80.719,0.591,0.051
urn:li:member:4217503,0.002,0.427,0.002,99.559,0.007,0.002,0.002
urn:li:member:79702549,0.01,0.03,0.01,69.375,20.724,9.839,0.011
urn:li:member:3445789,0.26,0.003,0.014,1.989,97.65,0.003,0.08
urn:li:member:1015877,0.011,0.037,0.011,89.574,10.344,0.011,0.011
urn:li:member:22948583,0.482,0.001,0.062,99.453,0.001,0.001,0.001
urn:li:member:9040997,8.458,0.07,0.008,3.13,88.246,0.008,0.079
urn:li:member:24817842,0.378,16.766,62.472,0.378,11.884,0.378,7.746
urn:li:member:496312,0.055,5.436,0.055,88.06,5.949,0.082,0.363
urn:li:member:3201492,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:11206774,0.001,0.0,0.0,99.98,0.0,0.001,0.018
urn:li:member:41686615,0.396,0.006,2.208,97.249,0.006,0.128,0.006
urn:li:member:334948,0.007,0.642,0.007,90.07,0.007,0.007,9.259
urn:li:member:4393193,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:75044673,14.531,38.101,0.01,24.419,22.918,0.01,0.01
urn:li:member:26677753,0.0,0.0,0.0,99.983,0.0,0.0,0.016
urn:li:member:12890594,0.032,4.675,0.002,0.169,95.118,0.002,0.002
urn:li:member:46217800,0.04,0.04,0.04,86.106,12.823,0.848,0.104
urn:li:member:38151996,0.353,0.012,0.006,99.569,0.016,0.006,0.039
urn:li:member:3901308,0.0,0.029,0.001,99.312,0.656,0.001,0.0
urn:li:member:13264296,0.055,3.192,0.016,0.04,86.029,0.016,10.653
urn:li:member:42184388,0.035,0.579,0.013,0.802,98.13,0.017,0.423
urn:li:member:149939778,0.001,0.001,0.001,0.016,99.796,0.177,0.009
urn:li:member:17154236,0.073,0.043,0.14,0.279,92.917,5.102,1.445
urn:li:member:217754445,39.154,17.16,0.507,16.186,25.902,0.507,0.584
urn:li:member:42823950,0.0,0.0,0.0,2.318,97.681,0.0,0.001
urn:li:member:203228033,0.0,0.001,0.0,99.981,0.018,0.0,0.0
urn:li:member:259948040,0.473,1.578,0.083,71.595,0.083,1.486,24.704
urn:li:member:4568595,0.0,0.04,0.0,99.96,0.0,0.0,0.0
urn:li:member:19571600,0.003,0.0,0.0,99.996,0.0,0.0,0.0
urn:li:member:10196273,0.021,0.142,0.009,98.753,0.009,0.009,1.056
urn:li:member:80595046,0.001,0.001,0.004,75.166,24.783,0.002,0.043
urn:li:member:36872176,0.001,0.001,0.001,0.07,99.9,0.001,0.027
urn:li:member:16297204,97.866,0.02,0.001,0.002,2.11,0.001,0.001
urn:li:member:52938,0.02,0.001,0.001,0.31,99.065,0.005,0.599
urn:li:member:8010885,0.0,0.0,0.0,1.324,98.676,0.0,0.0
urn:li:member:58060334,0.053,1.732,0.053,69.874,24.026,0.152,4.111
urn:li:member:48240940,0.001,0.003,0.001,99.948,0.012,0.024,0.011
urn:li:member:28993565,0.002,0.027,0.002,34.827,65.139,0.002,0.002
urn:li:member:29158940,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:114216494,0.01,0.041,3.051,96.787,0.039,0.062,0.01
urn:li:member:2664875,0.029,0.014,0.067,99.862,0.005,0.019,0.005
urn:li:member:156207948,0.017,0.017,0.017,12.98,85.285,0.061,1.622
urn:li:member:103298114,0.002,4.572,0.008,95.377,0.002,0.002,0.038
urn:li:member:7993254,0.003,0.301,0.003,90.794,8.891,0.006,0.003
urn:li:member:28796183,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:7031813,0.295,0.295,1.978,70.932,10.29,0.544,15.665
urn:li:member:400348031,1.029,11.089,3.472,17.46,8.877,32.629,25.443
urn:li:member:101657991,0.004,0.598,0.474,98.719,0.004,0.091,0.11
urn:li:member:191168024,0.003,0.003,0.003,99.71,0.22,0.022,0.04
urn:li:member:153757554,0.049,0.121,0.003,99.787,0.003,0.033,0.004
urn:li:member:11203853,0.0,0.0,0.0,99.991,0.001,0.0,0.008
urn:li:member:121288398,0.0,0.0,0.0,0.197,99.8,0.0,0.002
urn:li:member:15338741,0.787,1.009,0.045,64.993,31.324,1.797,0.045
urn:li:member:58063456,0.0,0.0,0.0,99.943,0.049,0.007,0.0
urn:li:member:20918918,0.0,0.0,0.0,99.234,0.763,0.001,0.0
urn:li:member:95510161,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:70696427,0.103,0.009,30.748,0.009,18.79,0.009,50.332
urn:li:member:30304758,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:159876169,0.004,0.942,0.005,97.773,0.004,1.267,0.004
urn:li:member:18179266,0.016,0.016,0.011,2.859,97.044,0.03,0.024
urn:li:member:23934760,2.746,0.079,0.121,21.906,0.025,75.098,0.025
urn:li:member:57086776,0.02,10.027,0.027,89.658,0.02,0.227,0.02
urn:li:member:5215868,0.004,0.0,0.002,99.994,0.0,0.0,0.0
urn:li:member:82928279,0.059,0.003,0.195,99.728,0.003,0.003,0.012
urn:li:member:286068861,0.861,0.013,0.888,97.927,0.013,0.268,0.03
urn:li:member:19892695,0.196,8.003,2.871,52.252,31.662,0.252,4.764
urn:li:member:11239040,0.0,0.083,0.002,99.914,0.0,0.0,0.0
urn:li:member:7515095,0.063,0.027,0.007,96.695,3.204,0.002,0.002
urn:li:member:20515542,0.0,0.0,0.0,99.998,0.0,0.002,0.0
urn:li:member:87233199,0.022,0.006,0.006,98.008,0.006,0.033,1.918
urn:li:member:6989063,0.0,0.0,0.0,6.076,93.921,0.0,0.002
urn:li:member:83842660,0.0,0.003,0.0,0.304,99.694,0.0,0.0
urn:li:member:2242001,0.011,0.011,0.152,99.678,0.011,0.124,0.011
urn:li:member:73432290,0.0,0.034,0.0,99.955,0.0,0.007,0.003
urn:li:member:66012420,0.378,0.259,14.475,84.712,0.043,0.043,0.089
urn:li:member:20372940,0.003,0.002,0.002,0.018,99.951,0.005,0.019
urn:li:member:67755508,0.056,15.403,2.58,66.191,0.056,15.543,0.171
urn:li:member:811467,0.025,1.767,0.003,92.024,0.011,0.003,6.167
urn:li:member:1292195,0.303,3.071,0.001,96.622,0.002,0.001,0.001
urn:li:member:111502760,0.795,0.122,0.026,0.003,99.046,0.003,0.005
urn:li:member:472486621,0.014,0.014,0.014,82.394,17.444,0.057,0.063
urn:li:member:5631589,0.214,0.032,0.006,92.212,7.514,0.016,0.006
urn:li:member:84870960,0.041,0.121,0.045,0.044,31.174,0.009,68.565
urn:li:member:52157883,0.001,0.003,0.001,0.043,99.934,0.001,0.016
urn:li:member:346484535,0.0,0.004,0.0,92.876,0.0,7.119,0.0
urn:li:member:192681513,1.373,4.821,38.375,53.283,0.991,0.427,0.73
urn:li:member:26668169,0.114,0.037,0.585,34.553,63.461,1.173,0.077
urn:li:member:57162745,0.0,0.0,0.023,99.977,0.0,0.0,0.0
urn:li:member:30528710,0.008,0.01,0.003,99.971,0.002,0.002,0.004
urn:li:member:155879420,0.0,0.03,0.0,99.958,0.005,0.0,0.007
urn:li:member:46203592,0.001,0.191,0.001,99.793,0.001,0.001,0.013
urn:li:member:76879133,0.0,0.002,0.0,99.966,0.023,0.0,0.008
urn:li:member:257618905,6.619,0.013,0.013,0.168,91.748,1.314,0.125
urn:li:member:31934533,0.038,5.682,0.038,10.876,42.232,41.096,0.038
urn:li:member:538461485,0.008,0.004,0.004,96.301,0.182,0.004,3.497
urn:li:member:3793716,2.427,0.091,0.151,63.48,33.582,0.091,0.176
urn:li:member:28809009,0.002,0.015,0.002,99.569,0.384,0.011,0.017
urn:li:member:29139172,0.004,0.001,0.271,99.594,0.0,0.0,0.13
urn:li:member:14806432,0.0,0.0,0.0,0.0,99.997,0.0,0.002
urn:li:member:113977270,0.183,0.044,0.575,83.564,15.363,0.206,0.064
urn:li:member:59965115,0.0,0.0,0.001,0.61,99.389,0.0,0.0
urn:li:member:250466,0.037,0.004,0.004,96.619,3.321,0.012,0.004
urn:li:member:188541224,0.005,0.005,0.059,99.829,0.086,0.005,0.011
